Produto,Categoria,Data,Quantidade,PU,FT,Subcategoria,Custo
PINK LEMONADE,DRINKS NAO ALCOOLICOS,24/01/2023,1,"12,00","12,00",DRINKS NAO ALCOOLICOS,"1,02"
IRISH COFFEE,DRINKS ALCOOLICOS,30/07/2022,4,"26,00","104,00",DRINKS ALCOOLICOS,"10,11"
SAQUE FRESH,DRINKS ALCOOLICOS,10/07/2021,6,"20,00","120,00",DRINKS ALCOOLICOS,"3,44"
FRAPPE UNICORNIO,CAFE CLASSICOS,29/01/2021,2,"17,00","34,00",FRAPPE,"3,11"
ICED TWIX,CAFE CLASSICOS,30/04/2022,4,"15,00","60,00",CAFE FRIO,"3,92"
DOSE DE CACHACA,DRINKS ALCOOLICOS,15/10/2022,1,"5,00","5,00",DRINKS ALCOOLICOS,"2,65"
GRANDE MOCHA,CAFE CLASSICOS,31/07/2022,6,"15,00","90,00",BEBIDAS QUENTES,"3,91"
CHA MATE COM PESSEGO GELADO,BEBIDAS,10/04/2021,1,"7,00","7,00",CHA,"1,88"
BUTTERBEER,DRINKS NAO ALCOOLICOS,21/08/2021,8,"15,00","120,00",DRINKS NAO ALCOOLICOS,"1,62"
SUCO DE LARANJA,BEBIDAS,29/03/2023,2,"12,00","24,00",BEBIDAS,"2,61"
ESPRESSO MOCKTINI,CAFE AUTORAIS,28/01/2022,1,"14,00","14,00",CAFE,"4,35"
CERVEJA BROOKLYN EAST IPA,BEBIDAS CERVEJAS,14/07/2022,2,"18,00","36,00",CERVEJAS,"8,68"
FADA INSENSATA,DRINKS ALCOOLICOS,06/02/2022,4,"28,00","112,00",DRINKS ALCOOLICOS,"7,07"
BUBBLE COFFEE,CAFE AUTORAIS,14/08/2021,1,"12,00","12,00",CAFE FRIO,"2,76"
ESPRESSO,CAFE CLASSICOS,26/06/2022,9,"5,00","45,00",CAFE,"0,81"
ESPRESSO TONICA,CAFE AUTORAIS,19/06/2022,1,"14,00","14,00",CAFE FRIO,"4,41"
BATIDO COCO LOKO,DRINKS ALCOOLICOS,30/10/2022,1,"29,00","29,00",DRINKS ALCOOLICOS,"5,61"
SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,17/08/2022,1,"7,00","7,00",REFRIGERANTES,"3,21"
ICED TEA,BEBIDAS,07/05/2022,9,"8,00","72,00",CHA,"0,92"
COLD BREW,CAFE CLASSICOS,12/01/2023,1,"12,00","12,00",CAFE FRIO,"1,84"
COCA COLA LATA DIET 350ML,BEBIDAS,28/03/2021,1,"7,00","7,00",REFRIGERANTES,"3,19"
CAIPIRINHA,DRINKS ALCOOLICOS,06/02/2021,1,"18,00","18,00",DRINKS ALCOOLICOS,"3,22"
ZOMBIE,DRINKS ALCOOLICOS,04/06/2021,2,"22,00","44,00",DRINKS ALCOOLICOS,"3,85"
IRISH COFFEE,DRINKS ALCOOLICOS,01/05/2022,1,"26,00","26,00",DRINKS ALCOOLICOS,"10,11"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,21/03/2023,5,"9,00","45,00",DRINKS NAO ALCOOLICOS,"0,79"
CERVEJA HEINEKEN,BEBIDAS CERVEJAS,03/08/2021,2,"9,00","18,00",CERVEJAS,"5,99"
CAPPUCCINO GELADO,CAFE CLASSICOS,19/09/2021,1,"10,00","10,00",CAFE FRIO,"2,49"
SUCO DE LIMAO,BEBIDAS,20/09/2022,4,"9,00","36,00",BEBIDAS,"0,15"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,07/02/2023,1,"12,00","12,00",DRINKS NAO ALCOOLICOS,"1,02"
CAPPUCCINO MEDIO,CAFE CLASSICOS,02/05/2021,1,"10,00","10,00",CAFE,"1,55"
DOSE DE WHISKEY,DRINKS ALCOOLICOS,13/07/2022,2,"22,00","44,00",DRINKS ALCOOLICOS,"9,22"
MOCHA,CAFE CLASSICOS,06/11/2022,1,"13,00","13,00",BEBIDAS QUENTES,"2,32"
SMOOTHIE CHOCO BANANA,CAFE AUTORAIS,23/04/2021,1,"2,00","2,00",FRAPPE,"2,74"
MATCHA LATTE,CAFE AUTORAIS,19/04/2023,1,"10,00","10,00",BEBIDAS QUENTES,"1,59"
CHOCOLATE GELADO,CAFE CLASSICOS,27/05/2022,1,"10,00","10,00",CAFE FRIO,"3,53"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,15/02/2023,4,"12,00","48,00",DRINKS NAO ALCOOLICOS,"1,02"
CAIPIRINHA,DRINKS ALCOOLICOS,01/06/2022,1,"18,00","18,00",DRINKS ALCOOLICOS,"3,22"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,24/03/2023,4,"15,00","60,00",DRINKS NAO ALCOOLICOS,"0,53"
CAPPUCCINO GELADO,CAFE CLASSICOS,03/09/2021,1,"10,00","10,00",CAFE FRIO,"2,49"
ESPRESSO,CAFE CLASSICOS,18/01/2023,2,"5,00","10,00",CAFE,"0,81"
FRAPPE UNICORNIO,CAFE CLASSICOS,06/02/2021,5,"17,00","85,00",FRAPPE,"3,11"
FADA INSENSATA,DRINKS ALCOOLICOS,15/08/2021,2,"22,00","44,00",DRINKS ALCOOLICOS,"7,07"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,21/01/2023,35,"12,00","420,00",DRINKS NAO ALCOOLICOS,"1,62"
H2O LIMAO 500ML,BEBIDAS REFRIGERANTES,03/10/2021,6,"8,00","48,00",REFRIGERANTES,"2,57"
GREENY SMITH,CAFE AUTORAIS,25/11/2021,4,"12,00","48,00",DRINKS NAO ALCOOLICOS,"2,25"
VANILLA COLD BREW,CAFE AUTORAIS,27/08/2022,1,"12,00","12,00",CAFE FRIO,"2,77"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,01/12/2022,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"3,34"
COCA COLA LATA DIET 350ML,BEBIDAS,20/05/2022,4,"7,00","28,00",REFRIGERANTES,"3,19"
CHA MATE COM PESSEGO GELADO,BEBIDAS,28/01/2021,1,"7,00","7,00",CHA,"1,88"
AMERICANO,CAFE CLASSICOS,21/07/2021,1,"5,00","5,00",CAFE,"0,81"
COLD BREW,CAFE CLASSICOS,29/01/2021,1,"9,00","9,00",CAFE FRIO,"1,84"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,16/09/2021,2,"8,00","16,00",DRINKS NAO ALCOOLICOS,"1,62"
DOSE DE WHISKEY,DRINKS ALCOOLICOS,25/11/2022,1,"22,00","22,00",DRINKS ALCOOLICOS,"9,22"
SUCO DE LARANJA,BEBIDAS,12/02/2021,3,"9,00","27,00",BEBIDAS,"2,61"
TWIX,CAFE AUTORAIS,17/12/2022,1,"18,00","18,00",BEBIDAS QUENTES,"3,92"
CERVEJA MANIACS IPA,BEBIDAS CERVEJAS,07/10/2022,1,"12,00","12,00",CERVEJAS,"5,36"
SUCO DE LIMAO,BEBIDAS,20/02/2023,7,"9,00","63,00",BEBIDAS,"0,15"
CHA QUENTE GENMAICHA,BEBIDAS,11/06/2022,1,"5,00","5,00",CHA,"0,21"
CERVEJA MANIACS WITBIER,BEBIDAS CERVEJAS,17/12/2021,5,"12,00","60,00",CERVEJAS,"5,36"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,11/04/2023,1,"12,00","12,00",DRINKS NAO ALCOOLICOS,"1,02"
ESSENCIA DE CANELA,BEBIDAS,10/03/2023,1,"1,00","1,00",EXTRA,"0,41"
VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,28/02/2022,1,"26,00","26,00",DRINKS ALCOOLICOS,"3,09"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,17/08/2022,3,"9,00","27,00",DRINKS NAO ALCOOLICOS,"0,79"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,20/02/2023,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"0,53"
FRAPPE MOCHA,CAFE CLASSICOS,09/07/2021,1,"15,00","15,00",FRAPPE,"4,41"
DOSE DE SAQUE,DRINKS ALCOOLICOS,05/12/2022,2,"5,00","10,00",DRINKS ALCOOLICOS,"1,82"
COCADA FRESH,DRINKS NAO ALCOOLICOS,20/02/2023,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"2,84"
COADO,CAFE CLASSICOS,15/05/2021,1,"5,00","5,00",CAFE,"3,06"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,09/02/2022,2,"9,00","18,00",DRINKS NAO ALCOOLICOS,"1,62"
FRAPPE CARAMELO,CAFE CLASSICOS,07/02/2021,1,"15,00","15,00",FRAPPE,"2,96"
CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,02/02/2023,1,"14,00","14,00",CERVEJAS,"5,36"
ESPRESSO,CAFE CLASSICOS,12/10/2021,3,"5,00","15,00",CAFE,"0,81"
TWIX,CAFE AUTORAIS,30/07/2021,3,"15,00","45,00",BEBIDAS QUENTES,"3,92"
ORANGE COFFEE,CAFE AUTORAIS,06/10/2021,2,"12,00","24,00",CAFE FRIO,"3,32"
CHA QUENTE SENCHA,BEBIDAS,26/10/2021,1,"5,00","5,00",CHA,"0,13"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,21/01/2023,6,"8,00","48,00",REFRIGERANTES,"2,99"
CHA MATE COM PESSEGO GELADO,BEBIDAS,20/07/2021,2,"7,00","14,00",CHA,"1,88"
CHANTILY EXTRA,CAFE CLASSICOS,20/04/2023,1,"0,0","0,0",EXTRA,"1,38"
BUTTERBEER,DRINKS NAO ALCOOLICOS,20/01/2023,11,"15,00","165,00",DRINKS NAO ALCOOLICOS,"1,62"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,26/03/2022,6,"9,00","54,00",DRINKS NAO ALCOOLICOS,"1,02"
GINGER COLD BREW,CAFE AUTORAIS,09/11/2021,1,"12,00","12,00",CAFE FRIO,"2,77"
CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,12/02/2023,1,"12,00","12,00",BEBIDAS QUENTES,"1,76"
CAIPIRINHA,DRINKS ALCOOLICOS,19/04/2023,3,"24,00","72,00",DRINKS ALCOOLICOS,"3,22"
MARTINA IPA BLONDINE,BEBIDAS CERVEJAS,10/04/2021,1,"18,00","18,00",CERVEJAS,"7,51"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,22/03/2023,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"0,53"
CAPPUCCINO GELADO,CAFE CLASSICOS,23/02/2022,48,"10,81","519,00",CAFE FRIO,"2,49"
BODOGAMI BOWL,DRINKS ALCOOLICOS,30/10/2021,5,"25,00","125,00",DRINKS ALCOOLICOS,"6,24"
ESPRESSO,CAFE CLASSICOS,26/01/2021,3,"5,00","15,00",CAFE,"0,81"
FRAPPE MATCHA,CAFE CLASSICOS,29/05/2021,1,"15,00","15,00",FRAPPE,"2,78"
CERVEJA AMSTEL,BEBIDAS CORTESIA,19/01/2021,1,"9,00","9,00",CERVEJAS,"3,79"
CHAI LATTE,CAFE CLASSICOS,22/01/2021,1,"12,00","12,00",BEBIDAS QUENTES,"0,98"
CHA MATE COM LIMAO GELADO,BEBIDAS,17/07/2022,10,"8,00","80,00",CHA,"0,18"
CARAMELO MACCHIATO,CAFE AUTORAIS,26/09/2021,2,"9,00","18,00",BEBIDAS QUENTES,"2,06"
LONG ISLAND ICED COFFEE,DRINKS ALCOOLICOS,03/02/2021,1,"23,00","23,00",CAFE FRIO,"5,59"
ICED TWIX,CAFE CLASSICOS,16/09/2022,2,"18,00","36,00",CAFE FRIO,"3,92"
CERVEJA PRATINHA BIRUDO 355ML,BEBIDAS CERVEJAS,11/10/2021,3,"18,00","54,00",CERVEJAS,"8,51"
AGUA COM GAS,BEBIDAS,13/04/2023,2,"6,00","12,00",BEBIDAS,"0,97"
BODOJITO,DRINKS ALCOOLICOS,16/12/2022,3,"24,00","72,00",DRINKS ALCOOLICOS,"2,63"
BATIDO VAI FICAR TUDO BEM,DRINKS ALCOOLICOS,29/01/2022,2,"25,00","50,00",DRINKS ALCOOLICOS,"7,61"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,08/01/2022,30,"7,00","210,00",REFRIGERANTES,"3,19"
LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,05/05/2023,4,"3,00","12,00",EXTRA,"0,63"
ORANGE COFFEE,CAFE AUTORAIS,29/09/2021,2,"12,00","24,00",CAFE FRIO,"3,32"
BORDA DE NUTELLA,BEBIDAS,21/04/2023,2,"5,00","10,00",EXTRA,"3,51"
COCA COLA LATA DIET 350ML,BEBIDAS,10/03/2023,6,"8,00","48,00",REFRIGERANTES,"3,19"
ESPRESSO,CAFE CLASSICOS,22/02/2023,2,"5,00","10,00",CAFE,"0,81"
IRISH COFFEE,DRINKS ALCOOLICOS,06/05/2023,1,"31,00","31,00",DRINKS ALCOOLICOS,"10,11"
FRAPPE CARAMELO,CAFE CLASSICOS,15/05/2021,3,"15,00","45,00",FRAPPE,"2,96"
ZOMBIE,DRINKS ALCOOLICOS,22/07/2021,2,"22,00","44,00",DRINKS ALCOOLICOS,"3,85"
CAPPUCCINO MEDIO,CAFE CLASSICOS,03/09/2022,1,"10,00","10,00",CAFE,"1,55"
AGUA COM GAS,BEBIDAS,04/12/2022,2,"6,00","12,00",BEBIDAS,"0,97"
CERVEJA MANIACS IPA,BEBIDAS CERVEJAS,23/04/2022,3,"12,00","36,00",CERVEJAS,"5,36"
ESSENCIA DE BAUNILHA,BEBIDAS,05/06/2022,1,"1,00","1,00",EXTRA,"0,41"
GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,08/11/2022,1,"15,00","15,00",BEBIDAS QUENTES,"3,53"
GREENY SMITH,CAFE AUTORAIS,20/01/2021,2,"12,00","24,00",DRINKS NAO ALCOOLICOS,"2,25"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,01/06/2022,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"0,79"
CHAI LATTE,CAFE CLASSICOS,17/11/2022,1,"12,00","12,00",BEBIDAS QUENTES,"0,98"
LAVA LAMP,DRINKS NAO ALCOOLICOS,18/01/2023,5,"12,00","60,00",DRINKS NAO ALCOOLICOS,"1,51"
ESPRESSO,CAFE CLASSICOS,02/02/2023,2,"5,00","10,00",CAFE,"0,81"
AGUA MINERAL,BEBIDAS,26/05/2022,6,"5,00","30,00",BEBIDAS,"0,85"
BODOGAMI BOWL,DRINKS ALCOOLICOS,18/07/2021,1,"25,00","25,00",DRINKS ALCOOLICOS,"6,24"
SUCO DE LIMAO,BEBIDAS,06/06/2021,4,"9,00","36,00",BEBIDAS,"0,15"
GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,05/12/2021,1,"12,00","12,00",BEBIDAS QUENTES,"3,53"
ICED CARAMELO MACCHIATO,CAFE AUTORAIS,01/05/2023,7,"9,00","63,00",CAFE FRIO,"2,08"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,29/07/2022,4,"9,00","36,00",DRINKS NAO ALCOOLICOS,"0,79"
FANTA LARANJA LATA 350ML,BEBIDAS REFRIGERANTES,05/05/2023,1,"8,00","8,00",REFRIGERANTES,"2,89"
CHA MATE COM PESSEGO GELADO,BEBIDAS,16/08/2022,2,"8,00","16,00",CHA,"1,88"
APPLE MARTINI,DRINKS ALCOOLICOS,22/10/2022,3,"30,00","90,00",DRINKS ALCOOLICOS,"2,91"
GRANDE ICED AMERICANO,CAFE CLASSICOS,27/02/2022,1,"9,00","9,00",CAFE FRIO,"1,63"
FADA INSENSATA,DRINKS ALCOOLICOS,04/11/2022,2,"32,00","64,00",DRINKS ALCOOLICOS,"7,07"
LATTE MEDIO,CAFE CLASSICOS,01/03/2022,1,"10,00","10,00",BEBIDAS QUENTES,"1,92"
AMERICANO,CAFE CLASSICOS,16/06/2022,1,"5,00","5,00",CAFE,"0,81"
COCA COLA LATA DIET 350ML,BEBIDAS,06/10/2021,1,"7,00","7,00",REFRIGERANTES,"3,19"
GRANDE MATCHA LATTE,CAFE CLASSICOS,15/03/2023,2,"14,00","28,00",BEBIDAS QUENTES,"1,59"
LUCKY PEACH,DRINKS ALCOOLICOS,21/02/2021,1,"26,00","26,00",DRINKS ALCOOLICOS,"6,61"
BORDA DOCE DE LEITE,BEBIDAS,02/07/2022,3,"2,00","6,00",EXTRA,"1,71"
AGUA COM GAS,BEBIDAS,25/05/2022,3,"6,00","18,00",BEBIDAS,"0,97"
FRAPPE MOCHA,CAFE CLASSICOS,13/02/2022,1,"15,00","15,00",FRAPPE,"4,41"
AGUA MINERAL,BEBIDAS,04/06/2021,6,"5,00","30,00",BEBIDAS,"0,85"
CAIPIRINHA,DRINKS ALCOOLICOS,28/06/2022,1,"18,00","18,00",DRINKS ALCOOLICOS,"3,22"
GRANDE ICED MOCHA,CAFE CLASSICOS,01/10/2022,4,"15,00","60,00",CAFE FRIO,"3,91"
H2O LIMAO 500ML,BEBIDAS REFRIGERANTES,23/07/2021,3,"8,00","24,00",REFRIGERANTES,"2,57"
FANTA LARANJA LATA 350ML,BEBIDAS REFRIGERANTES,08/04/2023,4,"8,00","32,00",REFRIGERANTES,"2,89"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,11/02/2023,4,"9,00","36,00",DRINKS NAO ALCOOLICOS,"0,79"
ICED CARAMELO MACCHIATO,CAFE AUTORAIS,15/03/2023,2,"9,00","18,00",CAFE FRIO,"2,08"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,18/07/2021,4,"8,00","32,00",CHA,"1,92"
LAVA LAMP,DRINKS NAO ALCOOLICOS,21/04/2023,9,"12,00","108,00",DRINKS NAO ALCOOLICOS,"1,51"
ICED TWIX,CAFE CLASSICOS,09/03/2023,4,"18,00","72,00",CAFE FRIO,"3,92"
AMERICANO,CAFE CLASSICOS,27/01/2022,1,"5,00","5,00",CAFE,"0,81"
APPLE MARTINI,DRINKS ALCOOLICOS,27/08/2021,4,"20,00","80,00",DRINKS ALCOOLICOS,"2,91"
MILK TEA TRADICIONAL,CAFE CLASSICOS,11/01/2023,1,"14,00","14,00",CHA,"2,76"
SUCO DE LARANJA,BEBIDAS,11/11/2022,3,"9,00","27,00",BEBIDAS,"2,61"
BUTTERBEER,DRINKS NAO ALCOOLICOS,27/07/2022,3,"15,00","45,00",DRINKS NAO ALCOOLICOS,"1,62"
TWIX,CAFE AUTORAIS,22/01/2023,2,"18,00","36,00",BEBIDAS QUENTES,"3,92"
MARTINA IPA BLONDINE,BEBIDAS CERVEJAS,18/02/2021,9,"18,00","162,00",CERVEJAS,"7,51"
AGUA TONICA,BEBIDAS,08/12/2021,2,"7,00","14,00",BEBIDAS,"2,16"
D20,DRINKS ALCOOLICOS,16/09/2021,1,"70,00","70,00",DRINKS ALCOOLICOS,"20,61"
SAQUE FRESH,DRINKS ALCOOLICOS,21/11/2021,1,"20,00","20,00",DRINKS ALCOOLICOS,"3,44"
CERVEJA EISENBAHN AMERICAN IPA,BEBIDAS CERVEJAS,16/03/2022,1,"12,00","12,00",CERVEJAS,"5,69"
SUCO DE LARANJA,BEBIDAS,26/01/2023,3,"12,00","36,00",BEBIDAS,"2,61"
CHOCOLATE GELADO,CAFE CLASSICOS,30/10/2022,2,"10,00","20,00",CAFE FRIO,"3,53"
ICED CARAMELO MACCHIATO,CAFE AUTORAIS,16/07/2022,1,"9,00","9,00",CAFE FRIO,"2,08"
CHA MATE COM LIMAO GELADO,BEBIDAS,21/10/2022,3,"8,00","24,00",CHA,"0,18"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,27/01/2023,5,"9,00","45,00",DRINKS NAO ALCOOLICOS,"0,79"
CHA MATE NATURAL GELADO,BEBIDAS,12/02/2022,3,"7,00","21,00",CHA,"0,07"
GREENY SMITH,CAFE AUTORAIS,23/11/2022,1,"12,00","12,00",DRINKS NAO ALCOOLICOS,"2,25"
CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,17/02/2022,4,"12,00","48,00",CERVEJAS,"5,36"
AMERICANO,CAFE CLASSICOS,01/10/2022,3,"5,00","15,00",CAFE,"0,81"
COLD BREW,CAFE CLASSICOS,28/02/2021,2,"9,00","18,00",CAFE FRIO,"1,84"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,16/07/2021,1,"8,00","8,00",DRINKS NAO ALCOOLICOS,"1,62"
GIN TONICA,DRINKS ALCOOLICOS,26/06/2022,2,"28,00","56,00",DRINKS ALCOOLICOS,"7,59"
APPLE MARTINI,DRINKS ALCOOLICOS,26/02/2022,2,"25,00","50,00",DRINKS ALCOOLICOS,"2,91"
CHA MATE COM PESSEGO GELADO,BEBIDAS,21/02/2023,6,"9,00","54,00",CHA,"1,88"
CHA MATE COM PESSEGO GELADO,BEBIDAS,25/06/2022,3,"8,00","24,00",CHA,"1,88"
SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,28/11/2021,2,"7,00","14,00",REFRIGERANTES,"3,21"
CAIPIRINHA,DRINKS ALCOOLICOS,30/03/2022,1,"18,00","18,00",DRINKS ALCOOLICOS,"3,22"
BIRU BLONDINE,BEBIDAS CERVEJAS,30/09/2021,2,"18,00","36,00",CERVEJAS,"8,51"
APPLE MARTINI,DRINKS ALCOOLICOS,13/05/2022,4,"25,00","100,00",DRINKS ALCOOLICOS,"2,91"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,18/11/2022,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"0,53"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,25/08/2022,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"0,79"
FRAPPE PACOQUINHA,CAFE AUTORAIS,06/08/2022,1,"20,00","20,00",FRAPPE,"4,71"
ICED LATTE,CAFE CLASSICOS,06/07/2022,1,"9,00","9,00",CAFE FRIO,"1,92"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,14/08/2021,3,"7,00","21,00",DRINKS NAO ALCOOLICOS,"1,02"
ESSENCIA DE AVELA,BEBIDAS,19/10/2022,1,"1,00","1,00",EXTRA,"0,41"
HONG KONG,CAFE AUTORAIS,16/04/2023,1,"12,00","12,00",CAFE FRIO,"2,07"
IRISH COFFEE,DRINKS ALCOOLICOS,30/08/2022,1,"26,00","26,00",DRINKS ALCOOLICOS,"10,11"
CHA MATE NATURAL GELADO,BEBIDAS,24/08/2022,2,"7,00","14,00",CHA,"0,07"
FRAPPE UNICORNIO,CAFE CLASSICOS,10/06/2021,4,"17,00","68,00",FRAPPE,"3,11"
CHA MATE COM LIMAO GELADO,BEBIDAS,13/04/2021,9,"7,00","63,00",CHA,"0,18"
NEGRONI,DRINKS ALCOOLICOS,06/11/2022,3,"32,00","96,00",DRINKS ALCOOLICOS,"8,57"
GRANDE LATTE BANOFFEE,CAFE AUTORAIS,03/09/2022,1,"21,00","21,00",BEBIDAS QUENTES,"5,06"
BIRU BLONDINE,BEBIDAS CERVEJAS,27/06/2021,3,"18,00","54,00",CERVEJAS,"8,51"
GRANDE ICED MOCHA,CAFE CLASSICOS,26/06/2022,4,"15,00","60,00",CAFE FRIO,"3,91"
GRANDE AMERICANO,CAFE CLASSICOS,29/04/2023,1,"9,00","9,00",CAFE,"1,63"
MILK TEA TRADICIONAL,CAFE CLASSICOS,08/03/2023,4,"15,00","60,00",CHA,"2,76"
ICED CARAMELO MACCHIATO,CAFE AUTORAIS,30/11/2022,3,"9,00","27,00",CAFE FRIO,"2,08"
H2O LIMAO 500ML,BEBIDAS REFRIGERANTES,15/08/2021,2,"8,00","16,00",REFRIGERANTES,"2,57"
ESPRESSO,CAFE CLASSICOS,13/04/2022,4,"5,00","20,00",CAFE,"0,81"
GRANDE LATTE,CAFE CLASSICOS,26/03/2022,1,"13,00","13,00",BEBIDAS QUENTES,"3,11"
COCA COLA LATA DIET 350ML,BEBIDAS,15/02/2023,2,"8,00","16,00",REFRIGERANTES,"3,19"
SPACE CHAI,DRINKS NAO ALCOOLICOS,01/03/2023,2,"15,00","30,00",CHA,"2,78"
APPLE MARTINI,DRINKS ALCOOLICOS,25/03/2023,1,"30,00","30,00",DRINKS ALCOOLICOS,"2,91"
VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,10/05/2022,2,"26,00","52,00",DRINKS ALCOOLICOS,"3,09"
AGUA MINERAL,BEBIDAS,11/03/2023,24,"6,00","144,00",BEBIDAS,"0,85"
FRAPPE MOCHA,CAFE CLASSICOS,25/03/2023,4,"18,00","72,00",FRAPPE,"4,41"
MELON FRESH,DRINKS NAO ALCOOLICOS,27/08/2021,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"1,62"
CERVEJA BROOKLYN EAST IPA,BEBIDAS CERVEJAS,05/04/2022,1,"18,00","18,00",CERVEJAS,"8,68"
ESPRESSO,CAFE CLASSICOS,13/07/2021,2,"5,00","10,00",CAFE,"0,81"
AGUA MINERAL,BEBIDAS,06/11/2021,25,"5,00","125,00",BEBIDAS,"0,85"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,17/07/2022,5,"7,00","35,00",REFRIGERANTES,"2,99"
CHOPP,BEBIDAS CERVEJAS,24/01/2023,10,"16,00","160,00",CERVEJAS,"4,93"
PIRATE GROG,DRINKS ALCOOLICOS,27/02/2021,1,"22,00","22,00",DRINKS ALCOOLICOS,"1,72"
AGUA MINERAL,BEBIDAS,15/11/2021,5,"5,00","25,00",BEBIDAS,"0,85"
SUCO DE LARANJA,BEBIDAS,08/01/2022,16,"9,00","144,00",BEBIDAS,"2,61"
ENERGETICO,BEBIDAS REFRIGERANTES,14/07/2022,1,"14,00","14,00",REFRIGERANTES,"9,19"
BEIJO DE LINGUA,DRINKS ALCOOLICOS,28/03/2023,1,"23,00","23,00",DRINKS ALCOOLICOS,"6,61"
ESPRESSO DUPLO,CAFE CLASSICOS,25/02/2023,3,"9,00","27,00",CAFE,"1,62"
FRAPPE MOCHA,CAFE CLASSICOS,27/10/2022,1,"17,00","17,00",FRAPPE,"4,41"
ICED LATTE,CAFE CLASSICOS,04/02/2023,1,"13,00","13,00",CAFE FRIO,"1,92"
IRISH COFFEE,DRINKS ALCOOLICOS,31/01/2023,1,"31,00","31,00",DRINKS ALCOOLICOS,"10,11"
FRAPPE UNICORNIO,CAFE CLASSICOS,01/05/2021,7,"17,00","119,00",FRAPPE,"3,11"
FRAPPE LEITINHO E NUTELLA,CAFE AUTORAIS,07/07/2022,1,"21,00","21,00",FRAPPE,"6,45"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,25/05/2021,2,"7,00","14,00",DRINKS NAO ALCOOLICOS,"1,02"
JAIPUR,CAFE AUTORAIS,16/07/2022,2,"12,00","24,00",CHA,"0,77"
JARRA DE CHOPP,DRINKS ALCOOLICOS,17/03/2023,3,"60,00","180,00",DRINKS ALCOOLICOS,"21,13"
HONG KONG,CAFE AUTORAIS,29/06/2021,1,"12,00","12,00",CAFE FRIO,"2,07"
FADA INSENSATA,DRINKS ALCOOLICOS,14/01/2021,3,"22,00","66,00",DRINKS ALCOOLICOS,"7,07"
CHOCOLATE GELADO,CAFE CLASSICOS,27/02/2021,2,"13,00","26,00",CAFE FRIO,"3,53"
CERVEJA MANIACS WITBIER,BEBIDAS CERVEJAS,25/05/2022,3,"12,00","36,00",CERVEJAS,"5,36"
CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,28/03/2023,1,"12,00","12,00",BEBIDAS QUENTES,"1,76"
H2O LIMAO 500ML,BEBIDAS REFRIGERANTES,30/09/2021,3,"8,00","24,00",REFRIGERANTES,"2,57"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,26/11/2021,4,"15,00","60,00",DRINKS NAO ALCOOLICOS,"0,53"
FRAPPE CARAMELO,CAFE CLASSICOS,16/03/2022,3,"15,00","45,00",FRAPPE,"2,96"
