Produto,Categoria,Data,Quantidade,PU,FT,Subcategoria,Custo
BIRU BLONDINE,BEBIDAS CERVEJAS,15/08/2021,2,"18,00","36,00",CERVEJAS,"8,51"
CARAMELO MACCHIATO,CAFE AUTORAIS,11/12/2021,2,"9,00","18,00",BEBIDAS QUENTES,"2,06"
SUCO DE LARANJA,BEBIDAS,08/08/2021,7,"9,00","63,00",BEBIDAS,"2,61"
FRAPPE OREO PANDA,CAFE AUTORAIS,18/09/2022,7,"18,00","126,00",FRAPPE,"5,44"
BODOGAMI BOWL,DRINKS ALCOOLICOS,19/05/2021,1,"25,00","25,00",DRINKS ALCOOLICOS,"6,24"
SUCO DE LARANJA,BEBIDAS,29/05/2022,8,"9,00","72,00",BEBIDAS,"2,61"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,09/02/2022,8,"7,00","56,00",REFRIGERANTES,"3,19"
SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,29/01/2023,1,"8,00","8,00",REFRIGERANTES,"3,21"
BEIJO DE LINGUA,DRINKS ALCOOLICOS,30/06/2022,1,"23,00","23,00",DRINKS ALCOOLICOS,"6,61"
CHANTILY EXTRA,CAFE CLASSICOS,13/11/2022,2,"0,0","0,0",EXTRA,"1,38"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,16/12/2021,4,"8,00","32,00",CHA,"1,92"
BATIDO MACA CANELA,CAFE AUTORAIS,14/08/2021,1,"9,00","9,00",FRAPPE,"6,61"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,10/02/2023,3,"12,00","36,00",DRINKS NAO ALCOOLICOS,"1,02"
ICED CARAMELO MACCHIATO,CAFE AUTORAIS,01/05/2022,4,"9,00","36,00",CAFE FRIO,"2,08"
AGUA MINERAL,BEBIDAS,29/05/2022,16,"5,00","80,00",BEBIDAS,"0,85"
CHA PRETO NATURAL SABORIZADO,BEBIDAS,08/04/2023,3,"12,00","36,00",CHA,"4,12"
AGUA MINERAL,BEBIDAS,29/06/2021,3,"5,00","15,00",BEBIDAS,"0,85"
CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,20/04/2022,8,"12,00","96,00",CERVEJAS,"5,36"
HONG KONG,CAFE AUTORAIS,26/10/2021,1,"12,00","12,00",CAFE FRIO,"2,07"
SUCO DE LIMAO,BEBIDAS,18/02/2023,2,"9,00","18,00",BEBIDAS,"0,15"
SUCO DE LIMAO,BEBIDAS,20/07/2021,2,"9,00","18,00",BEBIDAS,"0,15"
ESPRESSO,CAFE CLASSICOS,20/04/2022,8,"5,00","40,00",CAFE,"0,81"
GRANDE MOCHA,CAFE CLASSICOS,25/09/2021,2,"15,00","30,00",BEBIDAS QUENTES,"3,91"
CERVEJA MANIACS IPA,BEBIDAS CERVEJAS,08/10/2021,1,"12,00","12,00",CERVEJAS,"5,36"
CHA MATE NATURAL GELADO,BEBIDAS,01/05/2021,1,"7,00","7,00",CHA,"0,07"
CHA MATE COM LIMAO GELADO,BEBIDAS,28/01/2021,1,"7,00","7,00",CHA,"0,18"
CHOCOLATE GELADO,CAFE CLASSICOS,25/02/2021,1,"13,00","13,00",CAFE FRIO,"3,53"
JAIPUR,CAFE AUTORAIS,23/10/2021,5,"12,00","60,00",CHA,"0,77"
SAQUE FRESH,DRINKS ALCOOLICOS,20/02/2022,1,"20,00","20,00",DRINKS ALCOOLICOS,"3,44"
CHA MATE NATURAL GELADO,BEBIDAS,22/09/2021,2,"7,00","14,00",CHA,"0,07"
BIRU BLONDINE,BEBIDAS CERVEJAS,10/07/2021,3,"18,00","54,00",CERVEJAS,"8,51"
SAQUE FRESH,DRINKS ALCOOLICOS,10/02/2023,8,"20,00","160,00",DRINKS ALCOOLICOS,"3,44"
CHA MATE COM LIMAO GELADO,BEBIDAS,16/03/2023,3,"9,00","27,00",CHA,"0,18"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,29/11/2022,7,"8,00","56,00",REFRIGERANTES,"3,19"
AGUA MINERAL,BEBIDAS,21/09/2021,4,"5,00","20,00",BEBIDAS,"0,85"
FRAPPE CARAMELO,CAFE CLASSICOS,08/08/2021,1,"15,00","15,00",FRAPPE,"2,96"
SUCO DE LIMAO,BEBIDAS,22/02/2022,1,"9,00","9,00",BEBIDAS,"0,15"
BUTTERBEER,DRINKS NAO ALCOOLICOS,04/09/2022,7,"15,00","105,00",DRINKS NAO ALCOOLICOS,"1,62"
CAPPUCCINO MEDIO,CAFE CLASSICOS,18/03/2023,1,"10,00","10,00",CAFE,"1,55"
BUTTERBEER,DRINKS NAO ALCOOLICOS,02/12/2021,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"1,62"
CAIPIRINHA,DRINKS ALCOOLICOS,01/05/2023,2,"24,00","48,00",DRINKS ALCOOLICOS,"3,22"
GRANDE AMERICANO,CAFE CLASSICOS,19/11/2022,1,"9,00","9,00",CAFE,"1,63"
APPLE MARTINI,DRINKS ALCOOLICOS,15/07/2022,2,"25,00","50,00",DRINKS ALCOOLICOS,"2,91"
SAQUE FRESH OPEN BAR,DRINKS ALCOOLICOS,22/10/2021,4,"0,0","0,0",OPEN BAR,"3,44"
FRAPPE CARAMELO,CAFE CLASSICOS,11/12/2021,3,"15,00","45,00",FRAPPE,"2,96"
MELON FRESH,DRINKS NAO ALCOOLICOS,08/10/2021,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"1,62"
GUARANA ANTARCTICA DIET LATA 350ML,BEBIDAS REFRIGERANTES,03/08/2022,2,"7,00","14,00",REFRIGERANTES,"2,39"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,22/10/2021,2,"9,00","18,00",DRINKS NAO ALCOOLICOS,"0,79"
FRAPPE CAFE,CAFE CLASSICOS,14/04/2023,2,"18,00","36,00",FRAPPE,"3,27"
CHA QUENTE SENCHA,BEBIDAS,18/03/2022,1,"5,00","5,00",CHA,"0,13"
SUCO DE LARANJA,BEBIDAS,19/02/2023,4,"12,00","48,00",BEBIDAS,"2,61"
GIN TONICA,DRINKS ALCOOLICOS,05/02/2022,3,"23,00","69,00",DRINKS ALCOOLICOS,"7,59"
FRAPPE CARAMELO,CAFE CLASSICOS,29/05/2021,1,"15,00","15,00",FRAPPE,"2,96"
ICED LATTE,CAFE CLASSICOS,24/06/2022,1,"13,00","13,00",CAFE FRIO,"1,92"
ORANGE COFFEE,CAFE AUTORAIS,12/02/2023,1,"14,00","14,00",CAFE FRIO,"3,32"
CHOPP,BEBIDAS CERVEJAS,08/01/2023,26,"16,00","416,00",CERVEJAS,"4,93"
IRISH COFFEE,DRINKS ALCOOLICOS,26/02/2022,5,"26,00","130,00",DRINKS ALCOOLICOS,"10,11"
BODOJITO,DRINKS ALCOOLICOS,04/09/2022,2,"20,00","40,00",DRINKS ALCOOLICOS,"2,63"
IRISH COFFEE,DRINKS ALCOOLICOS,20/03/2022,1,"26,00","26,00",DRINKS ALCOOLICOS,"10,11"
SAQUE FRESH,DRINKS ALCOOLICOS,13/11/2022,6,"20,00","120,00",DRINKS ALCOOLICOS,"3,44"
CHA MATE COM LIMAO GELADO,BEBIDAS,31/07/2022,8,"8,00","64,00",CHA,"0,18"
BORDA DE NUTELLA,BEBIDAS,12/10/2022,1,"3,00","3,00",EXTRA,"3,51"
FRAPPE CARAMELO,CAFE CLASSICOS,06/12/2022,2,"18,00","36,00",FRAPPE,"2,96"
GREENY SMITH,CAFE AUTORAIS,21/08/2021,7,"12,00","84,00",DRINKS NAO ALCOOLICOS,"2,25"
CHOPP,BEBIDAS CERVEJAS,18/10/2022,2,"16,00","32,00",CERVEJAS,"4,93"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,17/03/2023,3,"12,00","36,00",DRINKS NAO ALCOOLICOS,"1,02"
BUTTERBEER,DRINKS NAO ALCOOLICOS,28/01/2023,13,"15,00","195,00",DRINKS NAO ALCOOLICOS,"1,62"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,10/07/2021,4,"15,00","60,00",DRINKS NAO ALCOOLICOS,"3,34"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,22/06/2022,6,"7,00","42,00",REFRIGERANTES,"2,99"
GRANDE ICED AMERICANO,CAFE CLASSICOS,12/02/2023,1,"9,00","9,00",CAFE FRIO,"1,63"
FRAPPE NATALINO,CAFE AUTORAIS,22/12/2021,2,"17,00","34,00",FRAPPE,"6,45"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,19/04/2022,4,"9,00","36,00",DRINKS NAO ALCOOLICOS,"1,62"
GRANDE AMERICANO,CAFE CLASSICOS,28/09/2021,1,"9,00","9,00",CAFE,"1,63"
DOSE DE SAQUE,DRINKS ALCOOLICOS,19/07/2022,6,"5,00","30,00",DRINKS ALCOOLICOS,"1,82"
CHAI LATTE,CAFE CLASSICOS,29/01/2022,2,"12,00","24,00",BEBIDAS QUENTES,"0,98"
LATTE MEDIO,CAFE CLASSICOS,20/07/2022,2,"9,00","18,00",BEBIDAS QUENTES,"1,92"
AGUA MINERAL,BEBIDAS,28/09/2021,3,"5,00","15,00",BEBIDAS,"0,85"
GRANDE CAPPUCCINO,CAFE CLASSICOS,01/09/2021,1,"13,00","13,00",CAFE,"1,47"
AGUA MINERAL,BEBIDAS,22/06/2022,3,"5,00","15,00",BEBIDAS,"0,85"
CHA MATE COM PESSEGO GELADO,BEBIDAS,09/10/2022,1,"8,00","8,00",CHA,"1,88"
AGUA MINERAL,BEBIDAS,24/02/2022,2,"5,00","10,00",BEBIDAS,"0,85"
VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,29/01/2023,2,"35,00","70,00",DRINKS ALCOOLICOS,"3,09"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,09/05/2021,1,"7,00","7,00",REFRIGERANTES,"2,99"
ESPRESSO,CAFE CLASSICOS,22/03/2023,1,"5,00","5,00",CAFE,"0,81"
GRANDE AMERICANO,CAFE CLASSICOS,05/11/2021,1,"9,00","9,00",CAFE,"1,63"
COCA COLA LATA DIET 350ML,BEBIDAS,19/05/2022,2,"7,00","14,00",REFRIGERANTES,"3,19"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,06/10/2021,1,"7,00","7,00",DRINKS NAO ALCOOLICOS,"1,02"
AGUA COM GAS,BEBIDAS,13/05/2022,3,"6,00","18,00",BEBIDAS,"0,97"
CHA MATE NATURAL GELADO,BEBIDAS,30/05/2021,1,"7,00","7,00",CHA,"0,07"
CARAMELO MACCHIATO,CAFE AUTORAIS,14/09/2021,1,"9,00","9,00",BEBIDAS QUENTES,"2,06"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,06/12/2022,3,"8,00","24,00",CHA,"1,92"
GRANDE ICED AMERICANO,CAFE CLASSICOS,08/09/2022,1,"9,00","9,00",CAFE FRIO,"1,63"
GREENY SMITH,CAFE AUTORAIS,04/02/2023,5,"12,00","60,00",DRINKS NAO ALCOOLICOS,"2,25"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,24/03/2023,5,"8,00","40,00",REFRIGERANTES,"3,19"
CHA MATE COM PESSEGO GELADO,BEBIDAS,04/09/2021,15,"7,00","105,00",CHA,"1,88"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,11/03/2023,6,"9,00","54,00",DRINKS NAO ALCOOLICOS,"0,79"
BUTTERBEER,DRINKS NAO ALCOOLICOS,09/03/2022,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"1,62"
AGUA MINERAL,BEBIDAS,12/04/2022,8,"5,00","40,00",BEBIDAS,"0,85"
ESPRESSO,CAFE CLASSICOS,15/04/2022,4,"5,00","20,00",CAFE,"0,81"
CHA MATE COM LIMAO GELADO,BEBIDAS,15/06/2022,1,"8,00","8,00",CHA,"0,18"
FADA INSENSATA,DRINKS ALCOOLICOS,08/08/2021,1,"22,00","22,00",DRINKS ALCOOLICOS,"7,07"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,13/10/2022,2,"9,00","18,00",DRINKS NAO ALCOOLICOS,"0,79"
JAIPUR,CAFE AUTORAIS,28/09/2022,1,"12,00","12,00",CHA,"0,77"
LAVA LAMP,DRINKS NAO ALCOOLICOS,27/04/2022,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"1,51"
CERVEJA ORIGINAL,BEBIDAS CERVEJAS,01/04/2022,2,"9,00","18,00",CERVEJAS,"3,19"
SPACE CHAI,DRINKS NAO ALCOOLICOS,27/10/2021,1,"15,00","15,00",CHA,"2,78"
FRAPPE MOCHA,CAFE CLASSICOS,26/07/2022,2,"17,00","34,00",FRAPPE,"4,41"
AGUA MINERAL,BEBIDAS,20/11/2022,14,"5,00","70,00",BEBIDAS,"0,85"
JAIPUR,CAFE AUTORAIS,01/12/2021,1,"12,00","12,00",CHA,"0,77"
AGUA MINERAL,BEBIDAS,25/06/2021,2,"5,00","10,00",BEBIDAS,"0,85"
COCADA FRESH,DRINKS NAO ALCOOLICOS,31/10/2021,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"2,84"
GINGER COLD BREW,CAFE AUTORAIS,07/07/2021,1,"12,00","12,00",CAFE FRIO,"2,77"
D10,DRINKS ALCOOLICOS,23/08/2022,2,"29,00","58,00",DRINKS ALCOOLICOS,"4,01"
CHA MATE COM LIMAO GELADO,BEBIDAS,04/02/2023,9,"9,00","81,00",CHA,"0,18"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,21/06/2022,14,"7,00","98,00",REFRIGERANTES,"3,19"
SUCO DE LARANJA,BEBIDAS,30/04/2022,5,"9,00","45,00",BEBIDAS,"2,61"
SUCO DE LIMAO,BEBIDAS,29/07/2022,5,"9,00","45,00",BEBIDAS,"0,15"
ESPRESSO TONICA,CAFE AUTORAIS,04/06/2021,1,"12,00","12,00",CAFE FRIO,"4,41"
BODOJITO,DRINKS ALCOOLICOS,15/07/2022,3,"20,00","60,00",DRINKS ALCOOLICOS,"2,63"
ICED CARAMELO MACCHIATO,CAFE AUTORAIS,25/03/2023,4,"9,00","36,00",CAFE FRIO,"2,08"
COCA COLA 350ML,BEBIDAS REFRIGERANTES,22/04/2023,27,"8,00","216,00",REFRIGERANTES,"3,19"
COCADA FRESH,DRINKS NAO ALCOOLICOS,16/01/2022,6,"9,00","54,00",DRINKS NAO ALCOOLICOS,"2,84"
AGUA COM GAS,BEBIDAS,25/01/2022,7,"6,00","42,00",BEBIDAS,"0,97"
FRAPPE LEITINHO E NUTELLA,CAFE AUTORAIS,03/04/2022,2,"21,00","42,00",FRAPPE,"6,45"
FRAPPE MOCHA,CAFE CLASSICOS,02/06/2021,1,"15,00","15,00",FRAPPE,"4,41"
VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,30/10/2022,2,"35,00","70,00",DRINKS ALCOOLICOS,"3,09"
BORDA DOCE DE LEITE,BEBIDAS,15/10/2022,1,"2,00","2,00",EXTRA,"1,71"
APPLE MARTINI,DRINKS ALCOOLICOS,21/12/2021,1,"25,00","25,00",DRINKS ALCOOLICOS,"2,91"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,11/10/2022,1,"8,00","8,00",CHA,"1,92"
SPACE CHAI,DRINKS NAO ALCOOLICOS,08/08/2021,1,"15,00","15,00",CHA,"2,78"
CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,09/02/2022,1,"12,00","12,00",CERVEJAS,"5,36"
SAQUE FRESH,DRINKS ALCOOLICOS,02/09/2021,3,"20,00","60,00",DRINKS ALCOOLICOS,"3,44"
LEITE DE HIPOPOTAMO,CAFE AUTORAIS,01/04/2022,1,"10,00","10,00",FRAPPE,"1,64"
CHA QUENTE GENMAICHA,BEBIDAS,18/06/2021,1,"5,00","5,00",CHA,"0,21"
CAIPIRINHA,DRINKS ALCOOLICOS,06/05/2023,8,"24,00","192,00",DRINKS ALCOOLICOS,"3,22"
FRAPPE BAUNILHA,CAFE CLASSICOS,03/05/2023,1,"18,00","18,00",FRAPPE,"3,67"
DOSE DE SAQUE,DRINKS ALCOOLICOS,05/12/2021,1,"5,00","5,00",DRINKS ALCOOLICOS,"1,82"
ESSENCIA DE CANELA,BEBIDAS,11/08/2022,1,"1,00","1,00",EXTRA,"0,41"
SAQUE FRESH,DRINKS ALCOOLICOS,07/10/2021,2,"20,00","40,00",DRINKS ALCOOLICOS,"3,44"
LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,31/01/2023,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"3,34"
CHOPP,BEBIDAS CERVEJAS,27/09/2022,1,"15,00","15,00",CERVEJAS,"4,93"
COCA COLA LATA DIET 350ML,BEBIDAS,12/05/2021,1,"7,00","7,00",REFRIGERANTES,"3,19"
LAVA LAMP,DRINKS NAO ALCOOLICOS,16/10/2022,7,"12,00","84,00",DRINKS NAO ALCOOLICOS,"1,51"
ESPRESSO,CAFE CLASSICOS,23/01/2022,1,"5,00","5,00",CAFE,"0,81"
CHOPP,BEBIDAS CERVEJAS,12/07/2022,4,"15,00","60,00",CERVEJAS,"4,93"
LEITE DE HIPOPOTAMO,CAFE AUTORAIS,21/07/2022,2,"10,00","20,00",FRAPPE,"1,64"
GRANDE LATTE,CAFE CLASSICOS,06/02/2022,1,"13,00","13,00",BEBIDAS QUENTES,"3,11"
BUTTERBEER,DRINKS NAO ALCOOLICOS,16/12/2021,4,"15,00","60,00",DRINKS NAO ALCOOLICOS,"1,62"
ESPRESSO,CAFE CLASSICOS,31/08/2022,3,"5,00","15,00",CAFE,"0,81"
FRAPPE LEITINHO E NUTELLA,CAFE AUTORAIS,29/10/2022,7,"25,00","175,00",FRAPPE,"6,45"
SUCO DE LIMAO,BEBIDAS,30/04/2022,7,"9,00","63,00",BEBIDAS,"0,15"
CAIPIRINHA,DRINKS ALCOOLICOS,08/10/2021,3,"18,00","54,00",DRINKS ALCOOLICOS,"3,22"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,17/01/2023,12,"12,00","144,00",DRINKS NAO ALCOOLICOS,"1,62"
FRAPPE MOCHA,CAFE CLASSICOS,18/06/2022,2,"17,00","34,00",FRAPPE,"4,41"
FRAPPE MOCHA,CAFE CLASSICOS,23/01/2021,3,"15,00","45,00",FRAPPE,"4,41"
FRAPPE MOCHA,CAFE CLASSICOS,27/04/2023,2,"18,00","36,00",FRAPPE,"4,41"
LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,14/04/2023,7,"3,00","21,00",EXTRA,"0,63"
FRAPPE MATCHA,CAFE CLASSICOS,16/02/2021,3,"15,00","45,00",FRAPPE,"2,78"
FRAPPE MOCHA,CAFE CLASSICOS,19/06/2021,2,"15,00","30,00",FRAPPE,"4,41"
CARAMELO MACCHIATO,CAFE AUTORAIS,04/11/2022,2,"9,00","18,00",BEBIDAS QUENTES,"2,06"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,30/05/2021,2,"7,00","14,00",REFRIGERANTES,"2,99"
SPACE CHAI,DRINKS NAO ALCOOLICOS,30/04/2021,1,"15,00","15,00",CHA,"2,78"
CHA QUENTE BANCHA,BEBIDAS,04/05/2021,1,"5,00","5,00",CHA,"0,28"
SPACE CHAI,DRINKS NAO ALCOOLICOS,14/04/2023,3,"15,00","45,00",CHA,"2,78"
COADO,CAFE CLASSICOS,21/01/2023,1,"8,00","8,00",CAFE,"3,06"
VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,06/05/2022,3,"26,00","78,00",DRINKS ALCOOLICOS,"3,09"
CHAI LATTE,CAFE CLASSICOS,02/08/2022,1,"12,00","12,00",BEBIDAS QUENTES,"0,98"
FRAPPE OREO PANDA,CAFE AUTORAIS,06/05/2022,3,"17,00","51,00",FRAPPE,"5,44"
SUCO DE LARANJA,BEBIDAS,26/09/2021,3,"9,00","27,00",BEBIDAS,"2,61"
ESPRESSO,CAFE CLASSICOS,11/06/2021,2,"5,00","10,00",CAFE,"0,81"
DOSE DE WHISKEY,DRINKS ALCOOLICOS,17/03/2023,1,"22,00","22,00",DRINKS ALCOOLICOS,"9,22"
AGUA COM GAS,BEBIDAS,18/02/2023,7,"6,00","42,00",BEBIDAS,"0,97"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,29/04/2023,4,"12,00","48,00",DRINKS NAO ALCOOLICOS,"1,02"
VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,07/09/2022,2,"15,00","30,00",DRINKS NAO ALCOOLICOS,"0,53"
FRAPPE MORANGO,CAFE CLASSICOS,10/01/2023,1,"18,00","18,00",FRAPPE,"4,41"
CERVEJA MANIACS IPA,BEBIDAS CERVEJAS,28/08/2022,4,"12,00","48,00",CERVEJAS,"5,36"
CHA MATE COM LIMAO GELADO,BEBIDAS,10/03/2023,4,"9,00","36,00",CHA,"0,18"
BODOJITO,DRINKS ALCOOLICOS,07/05/2023,2,"24,00","48,00",DRINKS ALCOOLICOS,"2,63"
FRAPPE MORANGO,CAFE CLASSICOS,22/05/2022,1,"17,00","17,00",FRAPPE,"4,41"
REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,26/03/2023,8,"9,00","72,00",DRINKS NAO ALCOOLICOS,"0,79"
IRISH COFFEE,DRINKS ALCOOLICOS,26/04/2022,1,"26,00","26,00",DRINKS ALCOOLICOS,"10,11"
SMOOTHIE CHOCO BANANA,CAFE AUTORAIS,23/06/2021,1,"10,00","10,00",FRAPPE,"2,74"
CAIPIRINHA,DRINKS ALCOOLICOS,03/08/2022,6,"18,00","108,00",DRINKS ALCOOLICOS,"3,22"
DOSE DE SAQUE,DRINKS ALCOOLICOS,25/10/2022,1,"5,00","5,00",DRINKS ALCOOLICOS,"1,82"
COLD BREW,CAFE CLASSICOS,19/05/2021,1,"10,00","10,00",CAFE FRIO,"1,84"
DOSE DE SAQUE,DRINKS ALCOOLICOS,23/09/2022,10,"5,00","50,00",DRINKS ALCOOLICOS,"1,82"
SODA ITALIANA,DRINKS NAO ALCOOLICOS,12/10/2022,25,"12,00","300,00",DRINKS NAO ALCOOLICOS,"1,62"
MELON FRESH,DRINKS NAO ALCOOLICOS,24/02/2022,1,"15,00","15,00",DRINKS NAO ALCOOLICOS,"1,62"
FRAPPE PACOQUINHA,CAFE AUTORAIS,14/12/2021,1,"18,00","18,00",FRAPPE,"4,71"
CHOCOLATE GELADO,CAFE CLASSICOS,18/12/2022,1,"10,00","10,00",CAFE FRIO,"3,53"
CERVEJA HEINEKEN,BEBIDAS CERVEJAS,24/07/2021,4,"9,00","36,00",CERVEJAS,"5,99"
AMERICANO,CAFE CLASSICOS,26/03/2023,1,"5,00","5,00",CAFE,"0,81"
GINGER COLD BREW,CAFE AUTORAIS,15/06/2021,1,"12,00","12,00",CAFE FRIO,"2,77"
ESPRESSO DUPLO,CAFE CLASSICOS,16/02/2023,1,"9,00","9,00",CAFE,"1,62"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,20/11/2022,1,"8,00","8,00",CHA,"1,92"
COCADA FRESH,DRINKS NAO ALCOOLICOS,05/04/2022,1,"9,00","9,00",DRINKS NAO ALCOOLICOS,"2,84"
CHA QUENTE MATCHA,BEBIDAS,05/08/2021,3,"5,00","15,00",CHA,"0,56"
AMERICANO,CAFE CLASSICOS,13/11/2022,2,"5,00","10,00",CAFE,"0,81"
AGUA TONICA,BEBIDAS,07/08/2021,1,"7,00","7,00",BEBIDAS,"2,16"
CHA MATE COM LIMAO GELADO,BEBIDAS,12/03/2023,2,"9,00","18,00",CHA,"0,18"
CERVEJA MANIACS WITBIER,BEBIDAS CERVEJAS,30/04/2022,1,"12,00","12,00",CERVEJAS,"5,36"
SODA LIMONADA ANTARCTICA  DIET LATA 350ML,BEBIDAS REFRIGERANTES,20/03/2022,2,"7,00","14,00",REFRIGERANTES,"3,2"
GRANDE ICED AMERICANO,CAFE CLASSICOS,23/02/2022,3,"9,00","27,00",CAFE FRIO,"1,63"
BUTTERBEER,DRINKS NAO ALCOOLICOS,10/12/2022,3,"15,00","45,00",DRINKS NAO ALCOOLICOS,"1,62"
FRAPPE UNICORNIO,CAFE CLASSICOS,04/06/2021,3,"17,00","51,00",FRAPPE,"3,11"
CERVEJA MANIACS IPA,BEBIDAS CERVEJAS,14/05/2022,3,"12,00","36,00",CERVEJAS,"5,36"
CAIPIRINHA,DRINKS ALCOOLICOS,12/06/2021,2,"18,00","36,00",DRINKS ALCOOLICOS,"3,22"
COADO,CAFE CLASSICOS,25/03/2023,1,"8,00","8,00",CAFE,"3,06"
CHA QUENTE SENCHA,BEBIDAS,11/09/2021,2,"5,00","10,00",CHA,"0,13"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,04/11/2021,3,"8,33","25,00",DRINKS NAO ALCOOLICOS,"1,02"
DOSE DE CACHACA,DRINKS ALCOOLICOS,04/02/2022,5,"5,00","25,00",DRINKS ALCOOLICOS,"2,65"
IRISH COFFEE,DRINKS ALCOOLICOS,06/11/2022,1,"31,00","31,00",DRINKS ALCOOLICOS,"10,11"
SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,14/08/2021,1,"7,00","7,00",REFRIGERANTES,"3,21"
CHA MATE COM LIMAO GELADO,BEBIDAS,02/12/2022,1,"8,00","8,00",CHA,"0,18"
IRISH COFFEE,DRINKS ALCOOLICOS,07/04/2023,2,"31,00","62,00",DRINKS ALCOOLICOS,"10,11"
LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,02/12/2022,3,"3,00","9,00",EXTRA,"0,63"
CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,17/07/2022,3,"8,00","24,00",CHA,"1,92"
NEGRONI,DRINKS ALCOOLICOS,11/12/2022,4,"32,00","128,00",DRINKS ALCOOLICOS,"8,57"
D10,DRINKS ALCOOLICOS,17/08/2022,1,"29,00","29,00",DRINKS ALCOOLICOS,"4,01"
LAVA LAMP,DRINKS NAO ALCOOLICOS,23/08/2022,4,"12,00","48,00",DRINKS NAO ALCOOLICOS,"1,51"
AGUA COM GAS,BEBIDAS,19/03/2023,9,"6,00","54,00",BEBIDAS,"0,97"
FADA INSENSATA,DRINKS ALCOOLICOS,20/01/2022,1,"28,00","28,00",DRINKS ALCOOLICOS,"7,07"
BEIJO DE LINGUA,DRINKS ALCOOLICOS,29/04/2023,4,"23,00","92,00",DRINKS ALCOOLICOS,"6,61"
GRANDE LATTE,CAFE CLASSICOS,07/12/2021,1,"13,00","13,00",BEBIDAS QUENTES,"3,11"
TWIX,CAFE AUTORAIS,18/07/2021,2,"15,00","30,00",BEBIDAS QUENTES,"3,92"
COCA COLA LATA DIET 350ML,BEBIDAS,11/05/2021,1,"7,00","7,00",REFRIGERANTES,"3,19"
MOCHA,CAFE CLASSICOS,15/10/2022,1,"13,00","13,00",BEBIDAS QUENTES,"2,32"
PINK LEMONADE,DRINKS NAO ALCOOLICOS,05/12/2021,3,"9,00","27,00",DRINKS NAO ALCOOLICOS,"1,02"
GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,01/10/2021,3,"12,00","36,00",BEBIDAS QUENTES,"3,53"
BATIDO COCO LOKO,DRINKS ALCOOLICOS,24/03/2022,1,"18,00","18,00",DRINKS ALCOOLICOS,"5,61"
MELON FRESH,DRINKS NAO ALCOOLICOS,12/10/2021,6,"15,00","90,00",DRINKS NAO ALCOOLICOS,"1,62"
GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,01/10/2022,7,"7,00","49,00",REFRIGERANTES,"2,99"
GRANDE CAPPUCCINO,CAFE CLASSICOS,02/11/2021,1,"13,00","13,00",CAFE,"1,47"
FADA INSENSATA,DRINKS ALCOOLICOS,26/02/2022,1,"28,00","28,00",DRINKS ALCOOLICOS,"7,07"
CHOPP,BEBIDAS CERVEJAS,09/09/2022,41,"15,00","615,00",CERVEJAS,"4,93"
