Loja,Produto,Categoria,Data,Quantidade,Valor Unitário Médio,Total
Restaurante Bodogami,IRISH COFFEE,DRINKS ALCOOLICOS,31/01/2023,1,"R$31,00","R$31,00"
Restaurante Bodogami,FRAPPE UNICORNIO,CAFE CLASSICOS,01/05/2021,7,"R$17,00","R$119,00"
Restaurante Bodogami,FRAPPE LEITINHO E NUTELLA,CAFE AUTORAIS,07/07/2022,1,"R$21,00","R$21,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,25/05/2021,2,"R$7,00","R$14,00"
Restaurante Bodogami,JAIPUR,CAFE AUTORAIS,16/07/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,JARRA DE CHOPP,DRINKS ALCOOLICOS,17/03/2023,3,"R$60,00","R$180,00"
Restaurante Bodogami,HONG KONG,CAFE AUTORAIS,29/06/2021,1,"R$12,00","R$12,00"
Restaurante Bodogami,FADA INSENSATA,DRINKS ALCOOLICOS,14/01/2021,3,"R$22,00","R$66,00"
Restaurante Bodogami,CHOCOLATE GELADO,CAFE CLASSICOS,27/02/2021,2,"R$13,00","R$26,00"
Restaurante Bodogami,CERVEJA MANIACS WITBIER,BEBIDAS CERVEJAS,25/05/2022,3,"R$12,00","R$36,00"
Restaurante Bodogami,CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,28/03/2023,1,"R$12,00","R$12,00"
Restaurante Bodogami,H2O LIMAO 500ML,BEBIDAS REFRIGERANTES,30/09/2021,3,"R$8,00","R$24,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,26/11/2021,4,"R$15,00","R$60,00"
Restaurante Bodogami,BROWNIE DA GABI,EVENTOS,24/05/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,FRAPPE CARAMELO,CAFE CLASSICOS,16/03/2022,3,"R$15,00","R$45,00"
Restaurante Bodogami,LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,26/03/2022,10,"R$15,00","R$150,00"
Restaurante Bodogami,FRAPPE BAUNILHA,CAFE CLASSICOS,20/02/2023,2,"R$18,00","R$36,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,17/11/2022,1,"R$7,00","R$7,00"
Restaurante Bodogami,SUCO DE LIMAO,BEBIDAS,11/10/2021,2,"R$9,00","R$18,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,02/07/2022,10,"R$8,00","R$80,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,17/09/2022,3,"R$15,00","R$45,00"
Restaurante Bodogami,FRAPPE MOCHA,CAFE CLASSICOS,08/04/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,JAIPUR,CAFE AUTORAIS,22/07/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,GRANDE LATTE BANOFFEE,CAFE AUTORAIS,24/09/2022,2,"R$21,00","R$42,00"
Restaurante Bodogami,HONG KONG,CAFE AUTORAIS,12/11/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,04/09/2021,4,"R$7,00","R$28,00"
Restaurante Bodogami,FRAPPE MATCHA,CAFE CLASSICOS,24/05/2022,1,"R$17,00","R$17,00"
Restaurante Bodogami,SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,22/03/2023,2,"R$8,00","R$16,00"
Restaurante Bodogami,LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,04/03/2023,5,"R$3,00","R$15,00"
Restaurante Bodogami,SUCO DE LARANJA,BEBIDAS,15/03/2023,1,"R$12,00","R$12,00"
Restaurante Bodogami,ICED TWIX,CAFE CLASSICOS,05/02/2022,4,"R$15,00","R$60,00"
Restaurante Bodogami,LATTE MEDIO,CAFE CLASSICOS,07/05/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,28/02/2021,4,"R$8,00","R$32,00"
Restaurante Bodogami,MILK TEA TRADICIONAL,CAFE CLASSICOS,01/04/2023,4,"R$15,00","R$60,00"
Restaurante Bodogami,FADA INSENSATA,DRINKS ALCOOLICOS,27/03/2022,2,"R$28,00","R$56,00"
Restaurante Bodogami,GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,25/06/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,SUCO DE ABACAXI COM HORTELA,BEBIDAS,11/11/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,GRANDE MOCHA,CAFE CLASSICOS,24/10/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,ICED MATCHA LATTE,CAFE AUTORAIS,14/08/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,GIN TONICA,DRINKS ALCOOLICOS,11/06/2022,3,"R$28,00","R$84,00"
Restaurante Bodogami,GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,02/11/2021,1,"R$12,00","R$12,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,12/12/2022,1,"R$7,00","R$7,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,09/07/2021,12,"R$15,00","R$180,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,22/10/2022,9,"R$16,00","R$144,00"
Restaurante Bodogami,CARAMELO MACCHIATO,CAFE AUTORAIS,23/09/2021,2,"R$9,00","R$18,00"
Restaurante Bodogami,LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,23/12/2022,3,"R$3,00","R$9,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,01/10/2022,3,"R$8,00","R$24,00"
Restaurante Bodogami,ICED TWIX,CAFE CLASSICOS,15/11/2022,7,"R$18,00","R$126,00"
Restaurante Bodogami,FRAPPE CARAMELO,CAFE CLASSICOS,26/06/2022,1,"R$17,00","R$17,00"
Restaurante Bodogami,LATTE MEDIO,CAFE CLASSICOS,26/06/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,CARAMELO MACCHIATO,CAFE AUTORAIS,30/09/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,18/11/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,28/11/2021,1,"R$7,00","R$7,00"
Restaurante Bodogami,BIRU BLONDINE,BEBIDAS CERVEJAS,22/05/2021,4,"R$18,00","R$72,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,11/02/2023,12,"R$15,00","R$180,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,01/03/2023,5,"R$9,00","R$45,00"
Restaurante Bodogami,ZOMBIE,DRINKS ALCOOLICOS,31/10/2021,1,"R$26,00","R$26,00"
Restaurante Bodogami,GRANDE AMERICANO,CAFE CLASSICOS,07/12/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,GRANDE CAPPUCCINO,CAFE CLASSICOS,15/09/2022,1,"R$13,00","R$13,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,06/10/2021,2,"R$5,00","R$10,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,03/09/2022,21,"R$15,00","R$315,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,29/04/2022,1,"R$6,00","R$6,00"
Restaurante Bodogami,COUVERT LUDICO SEMANA,EVENTOS,13/01/2023,113,"R$20,00","R$2.260,00"
Restaurante Bodogami,GRANDE MOCHA,CAFE CLASSICOS,30/10/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,BODO BLUE,DRINKS NAO ALCOOLICOS,23/12/2021,6,"R$9,00","R$54,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,24/01/2023,3,"R$8,00","R$24,00"
Restaurante Bodogami,COUVERT LUDICO SEMANA,EVENTOS,18/05/2021,2,"R$10,00","R$20,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,24/03/2022,2,"R$7,00","R$14,00"
Restaurante Bodogami,GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,07/06/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,COLD BREW,CAFE CLASSICOS,05/02/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,08/10/2022,8,"R$12,00","R$96,00"
Restaurante Bodogami,SUCO DE LARANJA,BEBIDAS,24/03/2023,6,"R$12,00","R$72,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,26/07/2022,4,"R$8,00","R$32,00"
Restaurante Bodogami,IRISH COFFEE,DRINKS ALCOOLICOS,20/04/2023,1,"R$31,00","R$31,00"
Restaurante Bodogami,TWIX,CAFE AUTORAIS,04/11/2022,1,"R$18,00","R$18,00"
Restaurante Bodogami,CHOCOLATE GELADO,CAFE CLASSICOS,28/02/2022,1,"R$10,00","R$10,00"
Restaurante Bodogami,ICED CARAMELO MACCHIATO,CAFE AUTORAIS,11/11/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,SUCO DE ABACAXI COM HORTELA,BEBIDAS,25/09/2021,4,"R$9,00","R$36,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,10/05/2022,2,"R$5,00","R$10,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,14/07/2022,9,"R$9,00","R$81,00"
Restaurante Bodogami,CHAI LATTE,CAFE CLASSICOS,06/05/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,27/01/2023,26,"R$12,00","R$312,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,23/01/2022,2,"R$18,00","R$36,00"
Restaurante Bodogami,TWIX,CAFE AUTORAIS,20/04/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,AGUA TONICA,BEBIDAS,26/03/2022,8,"R$7,00","R$56,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,16/10/2022,9,"R$5,00","R$45,00"
Restaurante Bodogami,ORANGE COFFEE,CAFE AUTORAIS,25/01/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,25/09/2022,3,"R$8,00","R$24,00"
Restaurante Bodogami,CHANTILY EXTRA,CAFE CLASSICOS,26/03/2022,3,"R$2,00","R$6,00"
Restaurante Bodogami,CHA QUENTE SENCHA,BEBIDAS,23/04/2021,1,"R$5,00","R$5,00"
Restaurante Bodogami,VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,27/01/2023,1,"R$35,00","R$35,00"
Restaurante Bodogami,SODA LIMONADA ANTARCTICA  DIET LATA 350ML,BEBIDAS REFRIGERANTES,27/01/2023,2,"R$8,00","R$16,00"
Restaurante Bodogami,ENERGETICO,BEBIDAS REFRIGERANTES,05/02/2022,3,"R$14,00","R$42,00"
Restaurante Bodogami,CHA QUENTE BANCHA,BEBIDAS,10/07/2021,1,"R$5,00","R$5,00"
Restaurante Bodogami,H2O LIMAO 500ML,BEBIDAS REFRIGERANTES,07/02/2021,4,"R$8,00","R$32,00"
Restaurante Bodogami,HONG KONG,CAFE AUTORAIS,18/01/2023,2,"R$12,00","R$24,00"
Restaurante Bodogami,LEITE DE HIPOPOTAMO,CAFE AUTORAIS,06/08/2022,3,"R$10,00","R$30,00"
Restaurante Bodogami,CHOCOLATE GELADO,CAFE CLASSICOS,19/01/2022,1,"R$10,00","R$10,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,02/04/2023,6,"R$6,00","R$36,00"
Restaurante Bodogami,AGUA TONICA,BEBIDAS,01/05/2022,2,"R$7,00","R$14,00"
Restaurante Bodogami,GRANDE MOCHA,CAFE CLASSICOS,26/03/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,ZOMBIE,DRINKS ALCOOLICOS,12/06/2021,5,"R$22,00","R$110,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,09/04/2022,2,"R$9,00","R$18,00"
Restaurante Bodogami,COLD BREW,CAFE CLASSICOS,12/01/2021,1,"R$10,00","R$10,00"
Restaurante Bodogami,BATIDO COCO LOKO,DRINKS ALCOOLICOS,13/03/2022,3,"R$18,00","R$54,00"
Restaurante Bodogami,BIRU BLONDINE,BEBIDAS CERVEJAS,01/08/2021,3,"R$18,00","R$54,00"
Restaurante Bodogami,JAIPUR,CAFE AUTORAIS,22/01/2021,3,"R$12,00","R$36,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,15/02/2023,1,"R$24,00","R$24,00"
Restaurante Bodogami,CHA QUENTE SENCHA,BEBIDAS,10/03/2023,1,"R$6,00","R$6,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,03/09/2022,26,"R$7,00","R$182,00"
Restaurante Bodogami,SUCO DE LARANJA,BEBIDAS,27/08/2021,2,"R$9,00","R$18,00"
Restaurante Bodogami,FAROFA DE OREO,BEBIDAS,02/05/2023,1,"R$3,00","R$3,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,13/01/2022,3,"R$6,00","R$18,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,28/02/2021,7,"R$7,00","R$49,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,11/10/2021,3,"R$6,00","R$18,00"
Restaurante Bodogami,FRAPPE OREO PANDA,CAFE AUTORAIS,22/07/2021,3,"R$17,00","R$51,00"
Restaurante Bodogami,FRAPPE CAFE,CAFE CLASSICOS,06/05/2023,2,"R$18,00","R$36,00"
Restaurante Bodogami,COUVERT LUDICO FDS,EVENTOS,07/12/2022,1,"R$30,00","R$30,00"
Restaurante Bodogami,LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,15/06/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,CHA QUENTE SENCHA,BEBIDAS,06/10/2022,1,"R$5,00","R$5,00"
Restaurante Bodogami,FRAPPE CARAMELO,CAFE CLASSICOS,04/07/2021,2,"R$15,00","R$30,00"
Restaurante Bodogami,CHA PRETO NATURAL SABORIZADO,BEBIDAS,17/03/2023,4,"R$12,00","R$48,00"
Restaurante Bodogami,COLD BREW,CAFE CLASSICOS,13/02/2021,2,"R$9,00","R$18,00"
Restaurante Bodogami,SUCO DE LARANJA,BEBIDAS,15/02/2023,2,"R$12,00","R$24,00"
Restaurante Bodogami,BODOJITO,DRINKS ALCOOLICOS,10/03/2023,4,"R$24,00","R$96,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,14/02/2023,4,"R$8,00","R$32,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,28/09/2022,5,"R$12,00","R$60,00"
Restaurante Bodogami,ICED CARAMELO MACCHIATO,CAFE AUTORAIS,10/07/2022,6,"R$9,00","R$54,00"
Restaurante Bodogami,EISENBAHN PALE ALE,BEBIDAS CERVEJAS,14/05/2023,5,"R$15,00","R$75,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,23/06/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,05/03/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,COUVERT LUDICO FDS,EVENTOS,22/02/2023,4,"R$30,00","R$120,00"
Restaurante Bodogami,GREENY SMITH,CAFE AUTORAIS,02/02/2023,3,"R$12,00","R$36,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,10/09/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,09/09/2022,4,"R$12,00","R$48,00"
Restaurante Bodogami,COUVERT LUDICO SEMANA,EVENTOS,06/10/2022,31,"R$20,00","R$620,00"
Restaurante Bodogami,ZOMBIE,DRINKS ALCOOLICOS,01/05/2021,1,"R$22,00","R$22,00"
Restaurante Bodogami,OPEN BAR 1,DRINKS ALCOOLICOS,01/10/2021,10,"R$65,00","R$650,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,28/10/2022,5,"R$15,00","R$75,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,30/04/2023,31,"R$16,00","R$496,00"
Restaurante Bodogami,MILK TEA TRADICIONAL,CAFE CLASSICOS,21/01/2023,5,"R$14,00","R$70,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,12/12/2022,6,"R$6,00","R$36,00"
Restaurante Bodogami,MATCHA LATTE,CAFE AUTORAIS,05/09/2022,1,"R$10,00","R$10,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,12/03/2023,1,"R$15,00","R$15,00"
Restaurante Bodogami,VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,01/03/2022,1,"R$26,00","R$26,00"
Restaurante Bodogami,SOJU ESTELAR,DRINKS ALCOOLICOS,09/12/2022,1,"R$42,00","R$42,00"
Restaurante Bodogami,BATIDO COCO LOKO,DRINKS ALCOOLICOS,08/11/2022,1,"R$29,00","R$29,00"
Restaurante Bodogami,CERVEJA ORIGINAL,BEBIDAS CERVEJAS,09/02/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,ZEN MASTER,DRINKS ALCOOLICOS,08/12/2021,1,"R$20,00","R$20,00"
Restaurante Bodogami,EISENBAHN AMERICAN IPA,BEBIDAS CERVEJAS,07/03/2023,9,"R$15,00","R$135,00"
Restaurante Bodogami,SAQUE FRESH,DRINKS ALCOOLICOS,08/02/2023,1,"R$20,00","R$20,00"
Restaurante Bodogami,CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,16/04/2022,5,"R$12,00","R$60,00"
Restaurante Bodogami,BORDA DOCE DE LEITE,BEBIDAS,12/06/2022,1,"R$2,00","R$2,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,23/06/2022,1,"R$8,00","R$8,00"
Restaurante Bodogami,ESSENCIA DE CANELA,BEBIDAS,21/01/2023,1,"R$1,00","R$1,00"
Restaurante Bodogami,CERVEJA BROOKLYN EAST IPA,BEBIDAS CERVEJAS,15/11/2021,4,"R$18,00","R$72,00"
Restaurante Bodogami,MELON FRESH,DRINKS NAO ALCOOLICOS,28/08/2021,5,"R$15,00","R$75,00"
Restaurante Bodogami,EISENBAHN AMERICAN IPA,BEBIDAS CERVEJAS,12/03/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,NEGRONI,DRINKS ALCOOLICOS,05/03/2023,2,"R$32,00","R$64,00"
Restaurante Bodogami,COUVERT LUDICO SEMANA,EVENTOS,17/08/2021,17,"R$10,00","R$170,00"
Restaurante Bodogami,ICED TWIX,CAFE CLASSICOS,02/04/2022,6,"R$15,00","R$90,00"
Restaurante Bodogami,ORANGE COFFEE,CAFE AUTORAIS,05/11/2021,3,"R$12,00","R$36,00"
Restaurante Bodogami,LAVA LAMP,DRINKS NAO ALCOOLICOS,06/02/2022,6,"R$9,00","R$54,00"
Restaurante Bodogami,ICED MATCHA LATTE,CAFE AUTORAIS,10/04/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,MELON FRESH,DRINKS NAO ALCOOLICOS,20/07/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,BORDA DE NUTELLA,BEBIDAS,12/05/2023,2,"R$5,00","R$10,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,07/04/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHAI LATTE,CAFE CLASSICOS,03/06/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,08/05/2021,3,"R$15,00","R$45,00"
Restaurante Bodogami,FADA INSENSATA,DRINKS ALCOOLICOS,11/05/2022,1,"R$32,00","R$32,00"
Restaurante Bodogami,SAQUE FRESH,DRINKS ALCOOLICOS,28/04/2023,4,"R$20,00","R$80,00"
Restaurante Bodogami,SAQUE FRESH,DRINKS ALCOOLICOS,14/11/2021,3,"R$20,00","R$60,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,01/03/2022,5,"R$8,00","R$40,00"
Restaurante Bodogami,CALDA DE CHOCOLATE,BEBIDAS,02/11/2022,1,"R$2,00","R$2,00"
Restaurante Bodogami,FRAPPE PACOQUINHA,CAFE AUTORAIS,04/11/2021,2,"R$18,00","R$36,00"
Restaurante Bodogami,LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,18/11/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,GUARANA ANTARCTICA DIET LATA 350ML,BEBIDAS REFRIGERANTES,29/07/2022,2,"R$7,00","R$14,00"
Restaurante Bodogami,CHOCOLATE GELADO,CAFE CLASSICOS,09/12/2022,42,"R$10,00","R$420,00"
Restaurante Bodogami,ESPRESSO EXTRA,CAFE CLASSICOS,27/02/2022,1,"R$2,00","R$2,00"
Restaurante Bodogami,CHA QUENTE BANCHA,BEBIDAS,12/06/2022,1,"R$5,00","R$5,00"
Restaurante Bodogami,CHANTILY EXTRA,CAFE CLASSICOS,30/04/2021,1,"R$2,00","R$2,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,08/07/2022,11,"R$15,00","R$165,00"
Restaurante Bodogami,SPACE CHAI,DRINKS NAO ALCOOLICOS,29/07/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,18/02/2023,5,"R$15,00","R$75,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,28/04/2022,3,"R$6,00","R$18,00"
Restaurante Bodogami,CAPPUCCINO GELADO,CAFE CLASSICOS,20/02/2021,2,"R$13,00","R$26,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,13/02/2022,1,"R$18,00","R$18,00"
Restaurante Bodogami,GINGER COLD BREW,CAFE AUTORAIS,16/05/2021,2,"R$12,00","R$24,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,13/03/2022,1,"R$7,00","R$7,00"
Restaurante Bodogami,GRANDE LATTE BANOFFEE,CAFE AUTORAIS,22/09/2022,1,"R$21,00","R$21,00"
Restaurante Bodogami,COCADA FRESH,DRINKS NAO ALCOOLICOS,24/07/2021,5,"R$8,00","R$40,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,07/10/2021,6,"R$7,00","R$42,00"
Restaurante Bodogami,FRAPPE UNICORNIO,CAFE CLASSICOS,19/01/2021,2,"R$17,00","R$34,00"
Restaurante Bodogami,BATIDO DOCE VINGANCA,DRINKS ALCOOLICOS,15/08/2021,1,"R$28,00","R$28,00"
Restaurante Bodogami,FRAPPE SET BELO,CAFE AUTORAIS,08/05/2022,1,"R$18,00","R$18,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,04/03/2022,1,"R$6,00","R$6,00"
Restaurante Bodogami,SUCO DE LARANJA,BEBIDAS,27/04/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,ICED MOCHA,CAFE CLASSICOS,05/03/2023,1,"R$13,00","R$13,00"
Restaurante Bodogami,CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,12/06/2021,8,"R$8,00","R$64,00"
Restaurante Bodogami,VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,18/09/2022,1,"R$26,00","R$26,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,22/10/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,29/05/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,MOCHA,CAFE CLASSICOS,15/03/2023,1,"R$13,00","R$13,00"
Restaurante Bodogami,ICED LATTE,CAFE CLASSICOS,11/12/2021,1,"R$13,00","R$13,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,24/08/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,17/12/2022,5,"R$6,00","R$30,00"
Restaurante Bodogami,MILK TEA TRADICIONAL,CAFE CLASSICOS,29/11/2022,3,"R$14,00","R$42,00"
Restaurante Bodogami,GINGER COLD BREW,CAFE AUTORAIS,04/06/2021,3,"R$12,00","R$36,00"
Restaurante Bodogami,SODA ITALIANA,DRINKS NAO ALCOOLICOS,16/03/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,ICED TWIX,CAFE CLASSICOS,13/05/2023,5,"R$18,00","R$90,00"
Restaurante Bodogami,SUCO DE LIMAO,DRINKS NAO ALCOOLICOS,16/02/2021,1,"R$8,00","R$8,00"
Restaurante Bodogami,CHA PRETO NATURAL SABORIZADO,BEBIDAS,24/01/2023,4,"R$12,00","R$48,00"
Restaurante Bodogami,CHA QUENTE BANCHA,BEBIDAS,09/04/2023,1,"R$6,00","R$6,00"
Restaurante Bodogami,ICED MATCHA LATTE,CAFE AUTORAIS,29/04/2023,3,"R$12,00","R$36,00"
Restaurante Bodogami,FRAPPE SET BELO,CAFE AUTORAIS,28/03/2023,1,"R$18,00","R$18,00"
Restaurante Bodogami,ICED TWIX,CAFE CLASSICOS,28/01/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,SODA ITALIANA,DRINKS NAO ALCOOLICOS,22/07/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHOCOLATE GELADO,CAFE CLASSICOS,01/03/2022,1,"R$10,00","R$10,00"
Restaurante Bodogami,ICED CARAMELO MACCHIATO,CAFE AUTORAIS,16/02/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,13/10/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,11/03/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,26/04/2022,1,"R$8,00","R$8,00"
Restaurante Bodogami,GREENY SMITH,CAFE AUTORAIS,21/04/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,GINGER COLD BREW,CAFE AUTORAIS,21/01/2021,2,"R$12,00","R$24,00"
Restaurante Bodogami,BODOJITO,DRINKS ALCOOLICOS,01/04/2023,1,"R$24,00","R$24,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,04/06/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,MILK TEA TRADICIONAL,CAFE CLASSICOS,07/05/2023,7,"R$15,00","R$105,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,28/06/2022,4,"R$7,00","R$28,00"
Restaurante Bodogami,PITAYA MARGARITA,DRINKS ALCOOLICOS,19/11/2021,1,"R$38,00","R$38,00"
Restaurante Bodogami,ICED LATTE,CAFE CLASSICOS,16/10/2022,1,"R$13,00","R$13,00"
Restaurante Bodogami,CHOCOLATE GELADO,CAFE CLASSICOS,02/04/2023,1,"R$10,00","R$10,00"
Restaurante Bodogami,GRANDE AMERICANO,CAFE CLASSICOS,06/11/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,ESPRESSO MOCKTINI,CAFE AUTORAIS,03/12/2021,2,"R$14,00","R$28,00"
