Loja,Produto,Categoria,Data,Quantidade,Valor Unitário Médio,Total
Restaurante Bodogami,FRAPPE MATCHA,CAFE CLASSICOS,16/02/2021,3,"R$15,00","R$45,00"
Restaurante Bodogami,FRAPPE MOCHA,CAFE CLASSICOS,19/06/2021,2,"R$15,00","R$30,00"
Restaurante Bodogami,CARAMELO MACCHIATO,CAFE AUTORAIS,04/11/2022,2,"R$9,00","R$18,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,30/05/2021,2,"R$7,00","R$14,00"
Restaurante Bodogami,SPACE CHAI,DRINKS NAO ALCOOLICOS,30/04/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,BROWNIE DA GABI,EVENTOS,03/08/2022,5,"R$12,00","R$60,00"
Restaurante Bodogami,CHA QUENTE BANCHA,BEBIDAS,04/05/2021,1,"R$5,00","R$5,00"
Restaurante Bodogami,SPACE CHAI,DRINKS NAO ALCOOLICOS,14/04/2023,3,"R$15,00","R$45,00"
Restaurante Bodogami,COADO,CAFE CLASSICOS,21/01/2023,1,"R$8,00","R$8,00"
Restaurante Bodogami,VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,06/05/2022,3,"R$26,00","R$78,00"
Restaurante Bodogami,CHAI LATTE,CAFE CLASSICOS,02/08/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,FRAPPE OREO PANDA,CAFE AUTORAIS,06/05/2022,3,"R$17,00","R$51,00"
Restaurante Bodogami,SUCO DE LARANJA,BEBIDAS,26/09/2021,3,"R$9,00","R$27,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,11/06/2021,2,"R$5,00","R$10,00"
Restaurante Bodogami,DOSE DE WHISKEY,DRINKS ALCOOLICOS,17/03/2023,1,"R$22,00","R$22,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,18/02/2023,7,"R$6,00","R$42,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,29/04/2023,4,"R$12,00","R$48,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,07/09/2022,2,"R$15,00","R$30,00"
Restaurante Bodogami,FRAPPE MORANGO,CAFE CLASSICOS,10/01/2023,1,"R$18,00","R$18,00"
Restaurante Bodogami,CERVEJA MANIACS IPA,BEBIDAS CERVEJAS,28/08/2022,4,"R$12,00","R$48,00"
Restaurante Bodogami,COUVERT LUDICO SEMANA,EVENTOS,08/02/2023,29,"R$20,00","R$580,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,10/03/2023,4,"R$9,00","R$36,00"
Restaurante Bodogami,BODOJITO,DRINKS ALCOOLICOS,07/05/2023,2,"R$24,00","R$48,00"
Restaurante Bodogami,FRAPPE MORANGO,CAFE CLASSICOS,22/05/2022,1,"R$17,00","R$17,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,26/03/2023,8,"R$9,00","R$72,00"
Restaurante Bodogami,IRISH COFFEE,DRINKS ALCOOLICOS,26/04/2022,1,"R$26,00","R$26,00"
Restaurante Bodogami,SMOOTHIE CHOCO BANANA,CAFE AUTORAIS,23/06/2021,1,"R$10,00","R$10,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,03/08/2022,6,"R$18,00","R$108,00"
Restaurante Bodogami,DOSE DE SAQUE,DRINKS ALCOOLICOS,25/10/2022,1,"R$5,00","R$5,00"
Restaurante Bodogami,COLD BREW,CAFE CLASSICOS,19/05/2021,1,"R$10,00","R$10,00"
Restaurante Bodogami,DOSE DE SAQUE,DRINKS ALCOOLICOS,23/09/2022,10,"R$5,00","R$50,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,12/10/2022,25,"R$12,00","R$300,00"
Restaurante Bodogami,MELON FRESH,DRINKS NAO ALCOOLICOS,24/02/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,FRAPPE PACOQUINHA,CAFE AUTORAIS,14/12/2021,1,"R$18,00","R$18,00"
Restaurante Bodogami,CHOCOLATE GELADO,CAFE CLASSICOS,18/12/2022,1,"R$10,00","R$10,00"
Restaurante Bodogami,CERVEJA HEINEKEN LATA 350ML,BEBIDAS CERVEJAS,24/07/2021,4,"R$9,00","R$36,00"
Restaurante Bodogami,AMERICANO,CAFE CLASSICOS,26/03/2023,1,"R$5,00","R$5,00"
Restaurante Bodogami,GINGER COLD BREW,CAFE AUTORAIS,15/06/2021,1,"R$12,00","R$12,00"
Restaurante Bodogami,ESPRESSO DUPLO,CAFE CLASSICOS,16/02/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,20/11/2022,1,"R$8,00","R$8,00"
Restaurante Bodogami,COCADA FRESH,DRINKS NAO ALCOOLICOS,05/04/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHA QUENTE MATCHA,BEBIDAS,05/08/2021,3,"R$5,00","R$15,00"
Restaurante Bodogami,AMERICANO,CAFE CLASSICOS,13/11/2022,2,"R$5,00","R$10,00"
Restaurante Bodogami,AGUA TONICA,BEBIDAS,07/08/2021,1,"R$7,00","R$7,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,12/03/2023,2,"R$9,00","R$18,00"
Restaurante Bodogami,CERVEJA MANIACS WITBIER,BEBIDAS CERVEJAS,30/04/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,SODA LIMONADA ANTARCTICA  DIET LATA 350ML,BEBIDAS REFRIGERANTES,20/03/2022,2,"R$7,00","R$14,00"
Restaurante Bodogami,GRANDE ICED AMERICANO,CAFE CLASSICOS,23/02/2022,3,"R$9,00","R$27,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,10/12/2022,3,"R$15,00","R$45,00"
Restaurante Bodogami,FRAPPE UNICORNIO,CAFE CLASSICOS,04/06/2021,3,"R$17,00","R$51,00"
Restaurante Bodogami,CERVEJA MANIACS IPA,BEBIDAS CERVEJAS,14/05/2022,3,"R$12,00","R$36,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,12/06/2021,2,"R$18,00","R$36,00"
Restaurante Bodogami,COADO,CAFE CLASSICOS,25/03/2023,1,"R$8,00","R$8,00"
Restaurante Bodogami,CHA QUENTE SENCHA,BEBIDAS,11/09/2021,2,"R$5,00","R$10,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,04/11/2021,3,"R$8,33","R$25,00"
Restaurante Bodogami,DOSE DE CACHACA,DRINKS ALCOOLICOS,04/02/2022,5,"R$5,00","R$25,00"
Restaurante Bodogami,IRISH COFFEE,DRINKS ALCOOLICOS,06/11/2022,1,"R$31,00","R$31,00"
Restaurante Bodogami,SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,14/08/2021,1,"R$7,00","R$7,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,02/12/2022,1,"R$8,00","R$8,00"
Restaurante Bodogami,IRISH COFFEE,DRINKS ALCOOLICOS,07/04/2023,2,"R$31,00","R$62,00"
Restaurante Bodogami,LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,02/12/2022,3,"R$3,00","R$9,00"
Restaurante Bodogami,CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,17/07/2022,3,"R$8,00","R$24,00"
Restaurante Bodogami,NEGRONI,DRINKS ALCOOLICOS,11/12/2022,4,"R$32,00","R$128,00"
Restaurante Bodogami,D10,DRINKS ALCOOLICOS,17/08/2022,1,"R$29,00","R$29,00"
Restaurante Bodogami,LAVA LAMP,DRINKS NAO ALCOOLICOS,23/08/2022,4,"R$12,00","R$48,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,19/03/2023,9,"R$6,00","R$54,00"
Restaurante Bodogami,FADA INSENSATA,DRINKS ALCOOLICOS,20/01/2022,1,"R$28,00","R$28,00"
Restaurante Bodogami,BEIJO DE LINGUA,DRINKS ALCOOLICOS,29/04/2023,4,"R$23,00","R$92,00"
Restaurante Bodogami,GRANDE LATTE,CAFE CLASSICOS,07/12/2021,1,"R$13,00","R$13,00"
Restaurante Bodogami,TWIX,CAFE AUTORAIS,18/07/2021,2,"R$15,00","R$30,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,11/05/2021,1,"R$7,00","R$7,00"
Restaurante Bodogami,MOCHA,CAFE CLASSICOS,15/10/2022,1,"R$13,00","R$13,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,05/12/2021,3,"R$9,00","R$27,00"
Restaurante Bodogami,GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,01/10/2021,3,"R$12,00","R$36,00"
Restaurante Bodogami,BATIDO COCO LOKO,DRINKS ALCOOLICOS,24/03/2022,1,"R$18,00","R$18,00"
Restaurante Bodogami,MELON FRESH,DRINKS NAO ALCOOLICOS,12/10/2021,6,"R$15,00","R$90,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,01/10/2022,7,"R$7,00","R$49,00"
Restaurante Bodogami,GRANDE CAPPUCCINO,CAFE CLASSICOS,02/11/2021,1,"R$13,00","R$13,00"
Restaurante Bodogami,FADA INSENSATA,DRINKS ALCOOLICOS,26/02/2022,1,"R$28,00","R$28,00"
Restaurante Bodogami,RIFA RISING SUN,EVENTOS,14/08/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,09/09/2022,41,"R$15,00","R$615,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,28/04/2021,1,"R$7,00","R$7,00"
Restaurante Bodogami,FRAPPE OREO PANDA,CAFE AUTORAIS,31/07/2021,8,"R$17,00","R$136,00"
Restaurante Bodogami,VIUVA NEGRA SCARLETTI,DRINKS ALCOOLICOS,29/04/2022,1,"R$26,00","R$26,00"
Restaurante Bodogami,CHA PRETO NATURAL SABORIZADO,BEBIDAS,04/02/2023,1,"R$12,00","R$12,00"
Restaurante Bodogami,MILK TEA TRADICIONAL,CAFE CLASSICOS,05/12/2022,3,"R$14,00","R$42,00"
Restaurante Bodogami,ESPRESSO DUPLO,CAFE CLASSICOS,17/03/2023,1,"R$9,00","R$9,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,11/12/2022,12,"R$15,00","R$180,00"
Restaurante Bodogami,APPLE MARTINI,DRINKS ALCOOLICOS,08/04/2022,1,"R$25,00","R$25,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,04/12/2021,5,"R$6,00","R$30,00"
Restaurante Bodogami,GIN TONICA,DRINKS ALCOOLICOS,30/09/2022,1,"R$28,00","R$28,00"
Restaurante Bodogami,SHOT DE VODKA,DRINKS ALCOOLICOS,23/10/2021,9,"R$6,00","R$54,00"
Restaurante Bodogami,CHA QUENTE SENCHA,BEBIDAS,15/07/2021,1,"R$5,00","R$5,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,18/03/2023,5,"R$5,00","R$25,00"
Restaurante Bodogami,LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,21/01/2021,3,"R$15,00","R$45,00"
Restaurante Bodogami,ICED TEA,BEBIDAS,15/07/2022,1,"R$8,00","R$8,00"
Restaurante Bodogami,LAVA LAMP,DRINKS NAO ALCOOLICOS,15/05/2022,15,"R$9,00","R$135,00"
Restaurante Bodogami,BATIDO DOCE VINGANCA,DRINKS ALCOOLICOS,11/09/2021,3,"R$28,00","R$84,00"
Restaurante Bodogami,LEITE DE HIPOPOTAMO,CAFE AUTORAIS,16/04/2022,2,"R$10,00","R$20,00"
Restaurante Bodogami,ICED TWIX,CAFE CLASSICOS,28/11/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,FRAPPE UNICORNIO,CAFE CLASSICOS,15/11/2021,2,"R$17,00","R$34,00"
Restaurante Bodogami,CHANTILY EXTRA,CAFE CLASSICOS,12/03/2023,1,"R$3,00","R$3,00"
Restaurante Bodogami,CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,11/02/2023,4,"R$8,00","R$32,00"
Restaurante Bodogami,SUCO DE LARANJA,BEBIDAS,24/08/2021,3,"R$9,00","R$27,00"
Restaurante Bodogami,CHA QUENTE BANCHA,BEBIDAS,04/02/2023,1,"R$6,00","R$6,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,17/02/2023,8,"R$12,00","R$96,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,29/04/2023,15,"R$6,00","R$90,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,19/09/2021,8,"R$5,00","R$40,00"
Restaurante Bodogami,BATIDO COCO LOKO,DRINKS ALCOOLICOS,26/11/2022,1,"R$29,00","R$29,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,21/03/2023,2,"R$12,00","R$24,00"
Restaurante Bodogami,NEGRONI,DRINKS ALCOOLICOS,25/03/2022,2,"R$23,00","R$46,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,05/08/2022,5,"R$6,00","R$30,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,08/02/2023,1,"R$5,00","R$5,00"
Restaurante Bodogami,BATIDO COCO LOKO,DRINKS ALCOOLICOS,04/11/2022,1,"R$29,00","R$29,00"
Restaurante Bodogami,APPLE MARTINI,DRINKS ALCOOLICOS,16/03/2022,1,"R$25,00","R$25,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,30/10/2021,3,"R$9,00","R$27,00"
Restaurante Bodogami,SUCO DE LIMAO,BEBIDAS,27/03/2022,3,"R$9,00","R$27,00"
Restaurante Bodogami,ICED TEA,BEBIDAS,26/03/2022,10,"R$8,00","R$80,00"
Restaurante Bodogami,COUVERT LUDICO SEMANA,EVENTOS,08/10/2021,37,"R$10,00","R$370,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,29/10/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,SHOT DE VODKA,DRINKS ALCOOLICOS,19/03/2023,6,"R$6,00","R$36,00"
Restaurante Bodogami,SUCO DE LARANJA,BEBIDAS,10/07/2021,6,"R$9,00","R$54,00"
Restaurante Bodogami,GRANDE MOCHA,CAFE CLASSICOS,23/02/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,18/12/2022,7,"R$9,00","R$63,00"
Restaurante Bodogami,CHANTILY EXTRA,CAFE CLASSICOS,04/02/2023,3,"R$3,00","R$9,00"
Restaurante Bodogami,LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,16/11/2022,3,"R$15,00","R$45,00"
Restaurante Bodogami,BODO BLUE,DRINKS NAO ALCOOLICOS,27/11/2021,7,"R$9,00","R$63,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,13/08/2022,2,"R$9,00","R$18,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,19/12/2022,5,"R$8,00","R$40,00"
Restaurante Bodogami,LEITE VEGETAL AVEIA NUDE,CAFE CLASSICOS,05/09/2022,2,"R$3,00","R$6,00"
Restaurante Bodogami,ESSENCIA DE MORANGO,BEBIDAS,19/02/2023,1,"R$1,00","R$1,00"
Restaurante Bodogami,FRAPPE MOCHA,CAFE CLASSICOS,05/10/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,FRAPPE UNICORNIO,CAFE CLASSICOS,13/08/2021,1,"R$17,00","R$17,00"
Restaurante Bodogami,VIRGIN BODOJITO,DRINKS NAO ALCOOLICOS,15/10/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,BATIDO AVEIA BANANA E MEL,CAFE AUTORAIS,26/08/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,ESSENCIA DE AVELA,BEBIDAS,20/01/2023,2,"R$1,00","R$2,00"
Restaurante Bodogami,CHA QUENTE BANCHA,BEBIDAS,02/10/2022,3,"R$5,00","R$15,00"
Restaurante Bodogami,MOCHA,CAFE CLASSICOS,08/03/2023,3,"R$13,00","R$39,00"
Restaurante Bodogami,AGUA COM GAS,BEBIDAS,22/01/2023,1,"R$6,00","R$6,00"
Restaurante Bodogami,FRAPPE OREO PANDA,CAFE AUTORAIS,19/12/2022,1,"R$21,00","R$21,00"
Restaurante Bodogami,TWIX,CAFE AUTORAIS,16/05/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,BUTTERBEER,DRINKS NAO ALCOOLICOS,16/02/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,FRAPPE MOCHA,CAFE CLASSICOS,25/01/2023,5,"R$18,00","R$90,00"
Restaurante Bodogami,AGUA TONICA,BEBIDAS,23/01/2021,2,"R$7,00","R$14,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,11/12/2021,5,"R$7,00","R$35,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,24/09/2022,10,"R$12,00","R$120,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,01/10/2021,3,"R$7,00","R$21,00"
Restaurante Bodogami,EISENBAHN AMERICAN IPA,BEBIDAS CERVEJAS,01/04/2023,3,"R$15,00","R$45,00"
Restaurante Bodogami,GREENY SMITH,CAFE AUTORAIS,24/07/2022,4,"R$12,00","R$48,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,19/08/2021,2,"R$7,00","R$14,00"
Restaurante Bodogami,ESPRESSO,CAFE CLASSICOS,30/06/2022,6,"R$5,00","R$30,00"
Restaurante Bodogami,GRANDE ICED MOCHA,CAFE CLASSICOS,22/07/2022,1,"R$15,00","R$15,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,30/01/2023,2,"R$9,00","R$18,00"
Restaurante Bodogami,LATTE MEDIO,CAFE CLASSICOS,29/01/2021,2,"R$9,50","R$19,00"
Restaurante Bodogami,GREENY SMITH,CAFE AUTORAIS,25/11/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,AGUA TONICA,BEBIDAS,28/04/2021,1,"R$7,00","R$7,00"
Restaurante Bodogami,ESPRESSO TONICA,CAFE AUTORAIS,18/09/2022,1,"R$14,00","R$14,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,21/01/2021,1,"R$5,00","R$5,00"
Restaurante Bodogami,IRISH COFFEE,DRINKS ALCOOLICOS,13/02/2022,1,"R$26,00","R$26,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,13/09/2022,5,"R$7,00","R$35,00"
Restaurante Bodogami,CERVEJA BROOKLYN LAGER,BEBIDAS CERVEJAS,30/11/2021,1,"R$18,00","R$18,00"
Restaurante Bodogami,CHA MATE COM LIMAO GELADO,BEBIDAS,08/06/2021,1,"R$7,00","R$7,00"
Restaurante Bodogami,PINK LEMONADE,DRINKS NAO ALCOOLICOS,22/10/2021,13,"R$7,00","R$91,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,18/04/2021,1,"R$7,00","R$7,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,22/03/2023,3,"R$6,00","R$18,00"
Restaurante Bodogami,APPLE MARTINI,DRINKS ALCOOLICOS,20/11/2022,1,"R$30,00","R$30,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,28/02/2023,2,"R$6,00","R$12,00"
Restaurante Bodogami,COCA COLA LATA DIET 350ML,BEBIDAS,20/11/2022,1,"R$7,00","R$7,00"
Restaurante Bodogami,FRAPPE MATCHA,CAFE CLASSICOS,03/07/2022,1,"R$17,00","R$17,00"
Restaurante Bodogami,PEPSI LATA 350ML,BEBIDAS REFRIGERANTES,15/09/2021,2,"R$7,00","R$14,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,07/03/2023,2,"R$9,00","R$18,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,06/08/2022,23,"R$15,00","R$345,00"
Restaurante Bodogami,CHA PRETO NATURAL SABORIZADO,BEBIDAS,03/03/2023,5,"R$12,00","R$60,00"
Restaurante Bodogami,FRAPPE LEITINHO E NUTELLA,CAFE AUTORAIS,12/12/2021,2,"R$21,00","R$42,00"
Restaurante Bodogami,BATIDO AVEIA BANANA E MEL,CAFE AUTORAIS,21/05/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHANTILY EXTRA,CAFE CLASSICOS,19/12/2022,7,"R$2,00","R$14,00"
Restaurante Bodogami,SUCO DE LARANJA,BEBIDAS,11/04/2023,3,"R$12,00","R$36,00"
Restaurante Bodogami,FADA INSENSATA,DRINKS ALCOOLICOS,11/09/2022,1,"R$32,00","R$32,00"
Restaurante Bodogami,DOSE DE SAQUE,DRINKS ALCOOLICOS,10/09/2022,5,"R$5,00","R$25,00"
Restaurante Bodogami,CAIPIRINHA,DRINKS ALCOOLICOS,06/11/2021,5,"R$18,00","R$90,00"
Restaurante Bodogami,CHANTILY EXTRA,CAFE CLASSICOS,05/09/2022,2,"R$2,00","R$4,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,14/03/2023,1,"R$6,00","R$6,00"
Restaurante Bodogami,CERVEJA MANIACS ALOHA,BEBIDAS CERVEJAS,02/04/2022,4,"R$12,00","R$48,00"
Restaurante Bodogami,CHAI LATTE,CAFE CLASSICOS,07/05/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,26/10/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,SUCO DE LARANJA,BEBIDAS,03/11/2021,2,"R$9,00","R$18,00"
Restaurante Bodogami,SODA ITALIANA CUST,DRINKS NAO ALCOOLICOS,14/12/2022,18,"R$12,00","R$216,00"
Restaurante Bodogami,LUCKY PEACH,DRINKS ALCOOLICOS,15/07/2021,1,"R$26,00","R$26,00"
Restaurante Bodogami,LAVA LAMP,DRINKS NAO ALCOOLICOS,12/06/2022,6,"R$9,00","R$54,00"
Restaurante Bodogami,ESPRESSO TONICA,CAFE AUTORAIS,27/03/2022,3,"R$12,00","R$36,00"
Restaurante Bodogami,SUCO DE LIMAO,BEBIDAS,17/07/2022,7,"R$9,00","R$63,00"
Restaurante Bodogami,LAVA LAMP,DRINKS NAO ALCOOLICOS,02/04/2022,10,"R$9,00","R$90,00"
Restaurante Bodogami,TWIX,CAFE AUTORAIS,13/11/2022,3,"R$18,00","R$54,00"
Restaurante Bodogami,CHOPP,BEBIDAS CERVEJAS,09/12/2021,6,"R$18,00","R$108,00"
Restaurante Bodogami,JAIPUR,CAFE AUTORAIS,12/10/2021,3,"R$12,00","R$36,00"
Restaurante Bodogami,ESSENCIA DE GENGIBRE,BEBIDAS,25/01/2023,1,"R$1,00","R$1,00"
Restaurante Bodogami,GRANDE MOCHA,CAFE CLASSICOS,19/02/2023,2,"R$15,00","R$30,00"
Restaurante Bodogami,COCA COLA 350ML,BEBIDAS REFRIGERANTES,26/01/2023,7,"R$8,00","R$56,00"
Restaurante Bodogami,BODO BLUE,DRINKS NAO ALCOOLICOS,13/07/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHA MATE NATURAL GELADO,BEBIDAS,06/09/2022,2,"R$7,00","R$14,00"
Restaurante Bodogami,COUVERT LUDICO FDS,EVENTOS,03/07/2022,61,"R$30,00","R$1.830,00"
Restaurante Bodogami,AGUA MINERAL,BEBIDAS,28/07/2022,9,"R$5,00","R$45,00"
Restaurante Bodogami,CHA QUENTE GENMAICHA,BEBIDAS,21/08/2022,1,"R$5,00","R$5,00"
Restaurante Bodogami,CHOCOLATE GELADO,CAFE CLASSICOS,26/03/2022,2,"R$10,00","R$20,00"
Restaurante Bodogami,GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,28/01/2022,1,"R$12,00","R$12,00"
Restaurante Bodogami,MELON FRESH,DRINKS NAO ALCOOLICOS,14/02/2021,1,"R$15,00","R$15,00"
Restaurante Bodogami,CERVEJA PABST LATA,BEBIDAS CERVEJAS,16/11/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,GRANDE CHOCOLATE QUENTE EUROPEU,CAFE CLASSICOS,14/08/2021,1,"R$12,00","R$12,00"
Restaurante Bodogami,GREENY SMITH,CAFE AUTORAIS,02/11/2021,4,"R$12,00","R$48,00"
Restaurante Bodogami,CAPPUCCINO MEDIO,CAFE CLASSICOS,17/06/2022,1,"R$10,00","R$10,00"
Restaurante Bodogami,GREENY SMITH,CAFE AUTORAIS,27/03/2022,2,"R$12,00","R$24,00"
Restaurante Bodogami,MATCHA SOUR,DRINKS ALCOOLICOS,30/10/2021,4,"R$24,00","R$96,00"
Restaurante Bodogami,FRAPPE MATCHA,CAFE CLASSICOS,06/07/2022,1,"R$17,00","R$17,00"
Restaurante Bodogami,FRAPPE OREO PANDA,CAFE AUTORAIS,06/08/2021,3,"R$17,00","R$51,00"
Restaurante Bodogami,MATCHA LATTE,CAFE AUTORAIS,06/04/2022,2,"R$9,00","R$18,00"
Restaurante Bodogami,SUCO DE LIMAO,BEBIDAS,23/10/2021,1,"R$9,00","R$9,00"
Restaurante Bodogami,CHA QUENTE BANCHA,BEBIDAS,10/03/2023,1,"R$6,00","R$6,00"
Restaurante Bodogami,CHA VERDE GELADO COM LIMAO,CAFE CLASSICOS,24/02/2022,2,"R$8,00","R$16,00"
Restaurante Bodogami,AGUA MINERAL C/ GAS AMA 350,BEBIDAS,23/11/2021,2,"R$6,00","R$12,00"
Restaurante Bodogami,COCADA FRESH,DRINKS NAO ALCOOLICOS,04/09/2021,2,"R$8,50","R$17,00"
Restaurante Bodogami,ESPRESSO EXTRA,CAFE CLASSICOS,03/06/2021,1,"R$2,00","R$2,00"
Restaurante Bodogami,FRAPPE CARAMELO,CAFE CLASSICOS,29/06/2022,1,"R$17,00","R$17,00"
Restaurante Bodogami,IRISH COFFEE,DRINKS ALCOOLICOS,05/03/2023,4,"R$31,00","R$124,00"
Restaurante Bodogami,SUCO DE LIMAO,BEBIDAS,15/11/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,LUMPY SUNRISE,DRINKS NAO ALCOOLICOS,11/12/2022,13,"R$15,00","R$195,00"
Restaurante Bodogami,REFRIGERANTE DE MATCHA,DRINKS ALCOOLICOS,07/03/2023,3,"R$9,00","R$27,00"
Restaurante Bodogami,COLD BREW,CAFE CLASSICOS,15/06/2022,1,"R$9,00","R$9,00"
Restaurante Bodogami,LAVA LAMP,DRINKS NAO ALCOOLICOS,20/04/2022,18,"R$9,00","R$162,00"
Restaurante Bodogami,SPRITE LATA 350ML,BEBIDAS REFRIGERANTES,15/08/2021,3,"R$7,00","R$21,00"
Restaurante Bodogami,FRAPPE BAUNILHA,CAFE CLASSICOS,22/05/2022,1,"R$17,00","R$17,00"
Restaurante Bodogami,ESPRESSO TONICA,CAFE AUTORAIS,14/04/2023,2,"R$14,00","R$28,00"
Restaurante Bodogami,ENERGETICO,BEBIDAS REFRIGERANTES,15/02/2022,1,"R$14,00","R$14,00"
Restaurante Bodogami,CHA MATE COM PESSEGO GELADO,BEBIDAS,25/10/2022,1,"R$8,00","R$8,00"
Restaurante Bodogami,GUARANA ANTARCTICA 350ML,BEBIDAS REFRIGERANTES,27/11/2021,3,"R$7,00","R$21,00"
