Produto,Categoria,Data,Quantidade,PU,FT,Subcategoria,Custo
SHOYU LAMEN VEGAN,ALMOCO,16/02/2023,2,"44,00","88,00",LAMEN,"6,18"
BURGUER BENTO,ALMOCO,14/05/2022,1,"30,00","30,00",BENTO,"8,84"
COMBO SANDO FRITAS CHA,ALL DAY,28/07/2021,3,"28,00","84,00",ESPECIAL/COMBO,"10,97"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,24/04/2021,1,"27,00","27,00",PARA COMPARTILHAR,"6,51"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,24/11/2022,3,"32,00","96,00",PARA COMPARTILHAR,"7,49"
GOHAN EXTRA,ALMOCO,07/06/2022,1,"5,00","5,00",ADICIONAIS,"0,8"
DUO ONIGUIRI COM FURIKAKE,PARA COMPARTILHAR,20/04/2023,1,"14,00","14,00",PARA COMPARTILHAR,"3,46"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,01/10/2022,4,"30,00","120,00",PARA COMPARTILHAR,"5,58"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,31/10/2021,2,"25,50","51,00",PARA COMPARTILHAR,"5,58"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,14/05/2021,2,"15,00","30,00",PARA COMPARTILHAR,"4,11"
COGUMELOS DONBURI,ALMOCO,16/10/2022,3,"34,00","102,00",DONBURI,"5,26"
COGUMELOS DONBURI,ALMOCO,29/05/2022,2,"32,00","64,00",DONBURI,"5,26"
MAIONESE GOSHUJANG,ALMOCO,19/02/2023,2,"5,00","10,00",ADICIONAIS,"1,2"
CHICKENKATSU BENTO,ALMOCO,07/05/2023,3,"32,00","96,00",BENTO,"5,24"
MAIONESE GOSHUJANG,ALMOCO,05/12/2022,1,"5,00","5,00",ADICIONAIS,"1,2"
VEG BURGUER DONBURI,ALMOCO,24/09/2021,1,"30,00","30,00",DONBURI,"5,03"
PANNACOTA DE MATCHA,SOBREMESA,12/01/2021,1,"14,00","14,00",SOBREMESA,"0,99"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,16/01/2023,1,"20,00","20,00",PARA COMPARTILHAR,"3,31"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,27/02/2022,2,"20,00","40,00",PARA COMPARTILHAR,"4,11"
COMBO SANDO FRITAS CHA,ALL DAY,14/10/2022,2,"35,00","70,00",ESPECIAL/COMBO,"10,97"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,06/09/2022,10,"20,00","200,00",PARA COMPARTILHAR,"4,11"
KATSU DONBURI,ALMOCO,20/05/2021,2,"28,00","56,00",DONBURI,"5,53"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,18/12/2021,2,"20,00","40,00",PARA COMPARTILHAR,"4,11"
COGUMELOS DONBURI,ALMOCO,02/06/2021,1,"28,00","28,00",DONBURI,"5,26"
OVO COZIDO EXTRA,ALMOCO,03/12/2021,1,"4,00","4,00",ADICIONAIS,"0,55"
CHICKEN KATSU DONBURI,ALMOCO,07/10/2022,2,"34,00","68,00",DONBURI,"5,24"
DANGO,SOBREMESA,22/11/2022,3,"9,00","27,00",SOBREMESA,"1,56"
DANGO,SOBREMESA,11/12/2022,13,"9,00","117,00",SOBREMESA,"1,56"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,02/04/2023,5,"34,00","170,00",PARA COMPARTILHAR,"6,91"
SHOYU LAMEN,ALMOCO,16/04/2023,3,"44,00","132,00",LAMEN,"6,18"
DUO ONIGUIRI COM FURIKAKE,PARA COMPARTILHAR,27/09/2022,3,"14,00","42,00",PARA COMPARTILHAR,"3,46"
TONKATSU BENTO,ALMOCO,22/08/2021,1,"28,00","28,00",BENTO,"5,53"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,02/12/2021,6,"28,00","168,00",PARA COMPARTILHAR,"7,31"
MISTO QUENTE,ALL DAY,09/06/2022,1,"16,00","16,00",LANCHES,"6,29"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,30/11/2022,1,"33,00","33,00",PARA COMPARTILHAR,"5,47"
PAO COM MANTEIGA,ALL DAY,01/09/2022,1,"6,00","6,00",LANCHES,"0,86"
FRANGO TERIYAKI DONBURI,ALMOCO,20/01/2023,2,"34,00","68,00",DONBURI,"6,08"
CREPE JOHN LEMON,SOBREMESA,19/07/2022,3,"17,00","51,00",SOBREMESA,"4,87"
TOAST COGUMELOS,ALL DAY,16/02/2022,1,"19,00","19,00",LANCHES,"2,71"
COGUMELOS DONBURI,ALMOCO,14/11/2022,1,"34,00","34,00",DONBURI,"5,26"
TACO VEGETAIS,PARA COMPARTILHAR,13/07/2022,1,"21,00","21,00",PARA COMPARTILHAR,"2,8"
CHICKENKATSU KARE,ALMOCO,03/06/2022,3,"32,00","96,00",KARE,"4,34"
TONKATSU BENTO,ALMOCO,28/09/2021,2,"28,00","56,00",BENTO,"5,53"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,03/09/2022,6,"20,00","120,00",PARA COMPARTILHAR,"4,11"
DONBURI IFOOD,ALMOCO,16/06/2022,4,"34,00","136,00",DONBURI,"6,2"
OVO COZIDO EXTRA,ALMOCO,05/10/2021,1,"4,00","4,00",ADICIONAIS,"0,55"
VEGAN DONBURI,ALMOCO,18/02/2023,1,"32,00","32,00",DONBURI,"6,02"
TONKATSU BENTO,ALMOCO,17/07/2022,1,"30,00","30,00",BENTO,"5,53"
CHICKENKATSU SANDO,ALL DAY,11/02/2022,2,"28,00","56,00",LANCHES,"5,29"
GELATINA DE CAFE,SOBREMESA,18/09/2021,1,"16,00","16,00",SOBREMESA,"3,08"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,16/04/2022,4,"30,00","120,00",PARA COMPARTILHAR,"5,58"
SHOYU LAMEN VEGAN,ALMOCO,21/04/2023,3,"44,00","132,00",LAMEN,"6,18"
FRANGO TERIYAKI DONBURI,ALMOCO,15/12/2021,3,"32,00","96,00",DONBURI,"6,08"
CHICKEN KATSU DONBURI,ALMOCO,05/03/2022,8,"32,00","256,00",DONBURI,"5,24"
PAO COM MANTEIGA,ALL DAY,11/06/2022,1,"6,00","6,00",LANCHES,"0,86"
PAO COM CATUPIRY E ESPRESSO,ALL DAY,27/10/2021,2,"10,00","20,00",ESPECIAL/COMBO,"4,82"
CREPE FLORESTA NEGRA,SOBREMESA,23/10/2021,6,"15,00","90,00",SOBREMESA,"4,71"
OVO COZIDO EXTRA,ALMOCO,29/11/2022,1,"4,00","4,00",ADICIONAIS,"0,55"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,14/02/2023,3,"12,00","36,00",SOBREMESA,"2,17"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,01/05/2023,2,"33,00","66,00",PARA COMPARTILHAR,"5,58"
BAURU,ALL DAY,07/05/2023,1,"22,00","22,00",LANCHES,"6,98"
TEMPURA,PARA COMPARTILHAR,04/10/2022,2,"24,00","48,00",PARA COMPARTILHAR,"5,79"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,18/04/2021,1,"25,00","25,00",PARA COMPARTILHAR,"7,31"
TAMAGO SANDO,ALL DAY,25/05/2022,1,"20,00","20,00",LANCHES,"4,96"
FRANGO TERIYAKI BENTO,ALMOCO,20/07/2021,2,"28,00","56,00",BENTO,"6,8"
KARAAGUE BENTO,ALMOCO,04/02/2022,5,"30,00","150,00",BENTO,"6,54"
KARAAGUE BENTO,ALMOCO,03/12/2021,2,"30,00","60,00",BENTO,"6,54"
CREPE JOHN LEMON,SOBREMESA,21/04/2022,5,"17,00","85,00",SOBREMESA,"4,87"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,23/08/2022,2,"20,00","40,00",PARA COMPARTILHAR,"4,11"
DANGO,SOBREMESA,28/09/2021,4,"9,00","36,00",SOBREMESA,"1,56"
TOAST AVOCADO,ALL DAY,09/02/2021,1,"12,00","12,00",LANCHES,"6,33"
COMBO MINIBURG FRITAS CHA,ALL DAY,27/02/2022,1,"30,00","30,00",ESPECIAL/COMBO,"10,68"
GOHAN EXTRA,ALMOCO,20/02/2022,1,"5,00","5,00",ADICIONAIS,"0,8"
CHICKEN KATSU DONBURI,ALMOCO,04/05/2021,2,"28,00","56,00",DONBURI,"5,24"
CHICKENKATSU SANDO,ALL DAY,02/07/2021,3,"24,00","72,00",LANCHES,"5,29"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,28/11/2021,3,"20,00","60,00",PARA COMPARTILHAR,"3,31"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,22/04/2023,12,"32,00","384,00",PARA COMPARTILHAR,"7,31"
CREPE JOHN LEMON,SOBREMESA,02/10/2021,3,"17,00","51,00",SOBREMESA,"4,87"
CHEESECAKE DE MANGA,SOBREMESA,10/07/2022,2,"16,00","32,00",SOBREMESA,"3,29"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,01/04/2023,10,"32,00","320,00",PARA COMPARTILHAR,"7,31"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,20/06/2021,3,"27,00","81,00",PARA COMPARTILHAR,"6,51"
COMBO SANDO FRITAS CHA,ALL DAY,11/08/2021,2,"28,00","56,00",ESPECIAL/COMBO,"10,97"
CHICKEN KATSU DONBURI,ALMOCO,18/02/2023,6,"34,00","204,00",DONBURI,"5,24"
VEG BURGUER DONBURI,ALMOCO,27/01/2023,1,"34,00","34,00",DONBURI,"5,03"
KATSU SANDO,ALL DAY,05/02/2022,4,"28,00","112,00",LANCHES,"5,5"
MAIONESE EXTRA,ALMOCO,12/06/2021,1,"5,00","5,00",ADICIONAIS,"0,48"
MAIONESE EXTRA,ALMOCO,16/04/2022,1,"5,00","5,00",ADICIONAIS,"0,48"
DUO ONIGUIRI BARRIGA,PARA COMPARTILHAR,27/04/2023,4,"16,00","64,00",PARA COMPARTILHAR,"3,25"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,07/05/2022,4,"30,00","120,00",PARA COMPARTILHAR,"6,51"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,16/03/2023,3,"32,00","96,00",PARA COMPARTILHAR,"5,65"
TOAST COGUMELOS,ALL DAY,23/09/2022,3,"19,00","57,00",LANCHES,"2,71"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,20/01/2021,3,"25,00","75,00",PARA COMPARTILHAR,"5,58"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,29/04/2022,2,"20,00","40,00",PARA COMPARTILHAR,"4,11"
MITARASHI DANGO,SOBREMESA,18/09/2021,1,"9,00","9,00",SOBREMESA,"2,0"
CHICKEN KATSU DONBURI,ALMOCO,08/11/2022,1,"34,00","34,00",DONBURI,"5,24"
CREPE RED7,SOBREMESA,20/04/2022,4,"26,00","104,00",SOBREMESA,"7,94"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,13/08/2021,1,"15,00","15,00",PARA COMPARTILHAR,"3,31"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,23/06/2022,6,"20,00","120,00",PARA COMPARTILHAR,"4,11"
GELATINA DE CAFE,SOBREMESA,09/08/2022,1,"16,00","16,00",SOBREMESA,"3,08"
MAIONESE EXTRA,ALMOCO,10/12/2021,1,"5,00","5,00",ADICIONAIS,"0,48"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,23/04/2023,9,"12,22","110,00",SOBREMESA,"2,17"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,18/03/2023,17,"33,00","561,00",PARA COMPARTILHAR,"5,47"
OVO COZIDO EXTRA,ALMOCO,08/02/2022,1,"4,00","4,00",ADICIONAIS,"0,55"
PEPINO EXTRA,ADICIONAIS,27/05/2022,1,"1,00","1,00",ADICIONAIS,"0,3"
DANGO,SOBREMESA,29/05/2022,10,"9,00","90,00",SOBREMESA,"1,56"
SURPRESAS DO AMOR,SOBREMESA,07/04/2021,2,"18,00","36,00",SOBREMESA,"4,51"
FRANGO TERIYAKI DONBURI,ALMOCO,28/09/2022,2,"34,00","68,00",DONBURI,"6,08"
MAIONESE EXTRA,ALMOCO,12/05/2023,4,"5,00","20,00",ADICIONAIS,"0,48"
COGUMELOS BENTO,ALMOCO,15/10/2022,1,"32,00","32,00",BENTO,"5,26"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,15/09/2022,1,"32,00","32,00",PARA COMPARTILHAR,"6,91"
QUEIJO QUENTE,ALL DAY,18/12/2021,1,"13,00","13,00",LANCHES,"4,05"
OVO COZIDO EXTRA,ALMOCO,15/12/2022,2,"4,00","8,00",ADICIONAIS,"0,55"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,29/10/2022,2,"20,00","40,00",PARA COMPARTILHAR,"3,31"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,10/08/2022,2,"33,00","66,00",PARA COMPARTILHAR,"5,47"
PAO COM MANTEIGA,ALL DAY,21/07/2021,2,"6,00","12,00",LANCHES,"0,86"
VEGAN DONBURI,ALMOCO,08/02/2022,1,"32,00","32,00",DONBURI,"6,02"
DANGO,SOBREMESA,02/12/2021,3,"9,00","27,00",SOBREMESA,"1,56"
TAMAGO SANDO,ALL DAY,03/07/2021,3,"17,00","51,00",LANCHES,"4,96"
CHICKEN KATSU DONBURI,ALMOCO,04/05/2022,3,"32,00","96,00",DONBURI,"5,24"
FRANGO TERIYAKI DONBURI,ALMOCO,01/10/2022,6,"34,00","204,00",DONBURI,"6,08"
TOAST AVOCADO,ALL DAY,26/05/2021,3,"19,00","57,00",LANCHES,"6,33"
BURGUER DONBURI,ALMOCO,12/06/2022,8,"32,00","256,00",DONBURI,"8,84"
CHICKENKATSU SANDO,ALL DAY,14/12/2021,1,"28,00","28,00",LANCHES,"5,29"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,30/09/2022,2,"12,00","24,00",SOBREMESA,"2,17"
TOAST COGUMELOS,ALL DAY,02/11/2022,2,"19,00","38,00",LANCHES,"2,71"
TONKATSU KARE,ALMOCO,29/11/2022,1,"34,00","34,00",KARE,"4,44"
BURGUER DONBURI,ALMOCO,29/04/2023,3,"34,00","102,00",DONBURI,"8,84"
PAO COM MANTEIGA,ALL DAY,16/07/2022,1,"6,00","6,00",LANCHES,"0,86"
COGUMELOS BENTO,ALMOCO,07/07/2021,1,"28,00","28,00",BENTO,"5,26"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,07/12/2022,2,"32,00","64,00",PARA COMPARTILHAR,"7,49"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,26/02/2021,4,"23,00","92,00",PARA COMPARTILHAR,"7,49"
TONKATSU BENTO,ALMOCO,15/11/2021,5,"30,00","150,00",BENTO,"5,53"
COGUMELOS BENTO,ALMOCO,14/07/2022,1,"30,00","30,00",BENTO,"5,26"
COMBO VEGMINIBURG FRITAS CHA,ALL DAY,08/04/2022,1,"28,00","28,00",ESPECIAL/COMBO,"9,68"
CHICKENKATSU KARE,ALMOCO,24/06/2022,1,"32,00","32,00",KARE,"4,34"
CHICKENKATSU SANDO,ALL DAY,19/09/2021,7,"26,00","182,00",LANCHES,"5,29"
SHOYU LAMEN,ALMOCO,06/04/2023,2,"44,00","88,00",LAMEN,"6,18"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,05/09/2021,6,"25,00","150,00",PARA COMPARTILHAR,"7,31"
COGUMELOS BENTO,ALMOCO,12/12/2022,1,"32,00","32,00",BENTO,"5,26"
GOHAN EXTRA,ALMOCO,26/05/2022,1,"5,00","5,00",ADICIONAIS,"0,8"
KATSU DONBURI,ALMOCO,06/04/2023,4,"34,00","136,00",DONBURI,"5,53"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,06/02/2022,2,"32,00","64,00",PARA COMPARTILHAR,"6,67"
CHICKENKATSU SANDO,ALL DAY,07/07/2022,4,"30,00","120,00",LANCHES,"5,29"
TOAST COGUMELOS,ALL DAY,29/08/2021,1,"19,00","19,00",LANCHES,"2,71"
TONKATSU BENTO,ALMOCO,01/08/2021,1,"28,00","28,00",BENTO,"5,53"
VEG BURGUER DONBURI,ALMOCO,15/12/2021,1,"32,00","32,00",DONBURI,"5,03"
TONKATSU KARE,ALMOCO,13/05/2023,12,"34,00","408,00",KARE,"4,44"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,26/11/2021,2,"12,00","24,00",SOBREMESA,"2,17"
COMBO BENTO CHA,ALL DAY,15/07/2021,1,"32,00","32,00",ESPECIAL/COMBO,"6,67"
MISTO QUENTE,ALL DAY,19/12/2022,1,"20,00","20,00",LANCHES,"6,29"
CREPE RED7,SOBREMESA,04/05/2022,2,"26,00","52,00",SOBREMESA,"7,94"
FRANGO TERIYAKI DONBURI,ALMOCO,16/06/2022,4,"32,00","128,00",DONBURI,"6,08"
COUVE FLOR EMPANADA,PARA COMPARTILHAR,28/01/2023,1,"32,00","32,00",PARA COMPARTILHAR,"5,65"
DUO ONIGUIRI BARRIGA,PARA COMPARTILHAR,28/02/2023,3,"16,00","48,00",PARA COMPARTILHAR,"3,25"
TOAST COGUMELOS,ALL DAY,27/08/2021,1,"19,00","19,00",LANCHES,"2,71"
CHICKEN KATSU DONBURI,ALMOCO,30/06/2021,1,"28,00","28,00",DONBURI,"5,24"
TOAST COGUMELOS,ALL DAY,19/11/2022,2,"19,00","38,00",LANCHES,"2,71"
CHICKENKATSU BENTO,ALMOCO,21/05/2021,1,"28,00","28,00",BENTO,"5,24"
VEG BURGUER DONBURI,ALMOCO,24/06/2022,4,"32,00","128,00",DONBURI,"5,03"
PUDIM DE MATCHA,SOBREMESA,11/04/2023,1,"16,00","16,00",SOBREMESA,"2,38"
FRANGO TERIYAKI DONBURI,ALMOCO,02/04/2023,2,"34,00","68,00",DONBURI,"6,08"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,22/01/2022,1,"26,00","26,00",PARA COMPARTILHAR,"5,58"
BAURU,ALL DAY,01/05/2023,1,"22,00","22,00",LANCHES,"6,98"
BAURU,ALL DAY,23/05/2021,2,"13,00","26,00",LANCHES,"6,98"
TACO SUINO,PARA COMPARTILHAR,13/04/2022,2,"21,00","42,00",PARA COMPARTILHAR,"2,63"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,17/09/2022,12,"34,00","408,00",PARA COMPARTILHAR,"6,67"
TAMAGO SANDO,ALL DAY,10/03/2022,1,"20,00","20,00",LANCHES,"4,96"
KARAAGUE KARE,ALMOCO,07/01/2023,2,"32,00","64,00",KARE,"4,97"
TONKATSU KARE,ALMOCO,29/10/2022,6,"34,00","204,00",KARE,"4,44"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,26/02/2021,3,"28,00","84,00",PARA COMPARTILHAR,"6,67"
CHICKENKATSU SANDO,ALL DAY,02/04/2022,13,"30,00","390,00",LANCHES,"5,29"
CHEESECAKE DE MANGA,SOBREMESA,02/10/2022,1,"16,00","16,00",SOBREMESA,"3,29"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,18/09/2022,4,"32,00","128,00",PARA COMPARTILHAR,"6,91"
CHICKEN KATSU DONBURI,ALMOCO,28/11/2022,1,"34,00","34,00",DONBURI,"5,24"
BURGUER BENTO,ALMOCO,04/03/2022,2,"30,00","60,00",BENTO,"8,84"
DUO ONIGUIRI SIMPLES,PARA COMPARTILHAR,07/09/2022,2,"12,00","24,00",PARA COMPARTILHAR,"2,71"
COMBO BENTO CHA,ALL DAY,15/07/2022,7,"32,00","224,00",ESPECIAL/COMBO,"6,67"
FRANGO TERIYAKI DONBURI,ALMOCO,12/04/2023,1,"34,00","34,00",DONBURI,"6,08"
KATSU DONBURI,ALMOCO,10/03/2022,1,"32,00","32,00",DONBURI,"5,53"
KARAAGUE BENTO,ALMOCO,22/05/2022,1,"30,00","30,00",BENTO,"6,54"
COMBO MINIBURG FRITAS CHA,ALL DAY,17/05/2022,1,"30,00","30,00",ESPECIAL/COMBO,"10,68"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,16/02/2021,1,"23,00","23,00",PARA COMPARTILHAR,"7,49"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,17/01/2023,4,"32,00","128,00",PARA COMPARTILHAR,"7,49"
TACO VEGETAIS,PARA COMPARTILHAR,14/04/2022,3,"21,00","63,00",PARA COMPARTILHAR,"2,8"
MINI VEG BURGUER REVERENDO SR GREEN,PARA COMPARTILHAR,02/11/2022,5,"30,00","150,00",PARA COMPARTILHAR,"5,58"
VEG BURGUER DONBURI,ALMOCO,04/11/2022,3,"34,00","102,00",DONBURI,"5,03"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,18/04/2023,2,"34,00","68,00",PARA COMPARTILHAR,"6,67"
COGUMELOS BENTO,ALMOCO,25/09/2021,1,"28,00","28,00",BENTO,"5,26"
FRANGO TERIYAKI DONBURI,ALMOCO,16/01/2022,2,"32,00","64,00",DONBURI,"6,08"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,30/06/2021,4,"27,00","108,00",PARA COMPARTILHAR,"6,51"
FRANGO TERIYAKI DONBURI,ALMOCO,15/11/2021,2,"32,00","64,00",DONBURI,"6,08"
BURGUER DONBURI,ALMOCO,26/10/2021,2,"30,00","60,00",DONBURI,"8,84"
GELATINA DE CAFE,SOBREMESA,05/02/2022,2,"16,00","32,00",SOBREMESA,"3,08"
STICKS DE PEIXE KING OF TOKYO,PARA COMPARTILHAR,05/02/2021,1,"34,00","34,00",PARA COMPARTILHAR,"9,64"
TOAST COGUMELOS,ALL DAY,30/04/2021,2,"19,00","38,00",LANCHES,"2,71"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,03/10/2021,6,"28,00","168,00",PARA COMPARTILHAR,"7,31"
TACO SUINO,PARA COMPARTILHAR,07/04/2022,1,"21,00","21,00",PARA COMPARTILHAR,"2,63"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,22/11/2022,2,"32,00","64,00",PARA COMPARTILHAR,"6,91"
GOHAN EXTRA,ALMOCO,17/07/2022,8,"5,00","40,00",ADICIONAIS,"0,8"
CREPE JOHN LEMON,SOBREMESA,12/05/2022,5,"17,00","85,00",SOBREMESA,"4,87"
KATSU SANDO,ALL DAY,01/03/2022,1,"28,00","28,00",LANCHES,"5,5"
MISTO QUENTE,ALL DAY,26/09/2021,1,"13,00","13,00",LANCHES,"6,29"
MOTI BRANCO COM UVA,SOBREMESA,26/08/2022,2,"15,00","30,00",SOBREMESA,"6,06"
CHICKEN KATSU DONBURI,ALMOCO,27/02/2021,6,"28,00","168,00",DONBURI,"5,24"
DUO ONIGUIRI COGUMELOS,PARA COMPARTILHAR,18/03/2023,7,"14,00","98,00",PARA COMPARTILHAR,"2,85"
TONKATSU KARE,ALMOCO,07/07/2022,2,"34,00","68,00",KARE,"4,44"
TOAST COGUMELOS,ALL DAY,12/12/2022,2,"19,00","38,00",LANCHES,"2,71"
QUEIJO EXTRA,ALL DAY,15/12/2021,2,"2,00","4,00",ADICIONAIS,"1,17"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,14/05/2021,2,"28,00","56,00",PARA COMPARTILHAR,"6,67"
COMBO SANDO FRITAS CHA,ALL DAY,03/12/2021,2,"28,00","56,00",ESPECIAL/COMBO,"10,97"
VEG BURGUER DONBURI,ALMOCO,25/07/2021,5,"28,00","140,00",DONBURI,"5,03"
CHICKENKATSU BENTO,ALMOCO,20/07/2021,2,"28,00","56,00",BENTO,"5,24"
BURGUER DONBURI,ALMOCO,23/02/2023,2,"34,00","68,00",DONBURI,"8,84"
CHICKENKATSU BENTO,ALMOCO,01/04/2023,3,"32,00","96,00",BENTO,"5,24"
BENTO CLASSICO,ALMOCO,21/07/2021,2,"28,00","56,00",BENTO,"6,03"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,29/10/2021,3,"28,00","84,00",PARA COMPARTILHAR,"7,49"
MISTO QUENTE,ALL DAY,19/04/2023,1,"20,00","20,00",LANCHES,"6,29"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,17/09/2021,4,"28,00","112,00",PARA COMPARTILHAR,"7,49"
CHICKENKATSU SANDO,ALL DAY,28/11/2021,4,"28,00","112,00",LANCHES,"5,29"
CHICKENKATSU SANDO,ALL DAY,21/02/2023,6,"32,00","192,00",LANCHES,"5,29"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,02/02/2023,1,"34,00","34,00",PARA COMPARTILHAR,"6,91"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,30/11/2021,2,"30,00","60,00",PARA COMPARTILHAR,"6,51"
YAKISOBA,ALMOCO,20/02/2021,1,"25,00","25,00",LAMEN,"6,68"
GELATINA DE CAFE,SOBREMESA,06/05/2023,1,"16,00","16,00",SOBREMESA,"3,08"
BURGUER DONBURI,ALMOCO,30/11/2022,1,"34,00","34,00",DONBURI,"8,84"
OVO COZIDO EXTRA,ALMOCO,12/10/2022,1,"4,00","4,00",ADICIONAIS,"0,55"
CHICKENKATSU KARE,ALMOCO,22/10/2022,7,"32,00","224,00",KARE,"4,34"
GUIOZA SUINO PUERCO RICO,PARA COMPARTILHAR,05/10/2022,1,"20,00","20,00",PARA COMPARTILHAR,"4,11"
KARAAGUE BENTO,ALMOCO,05/02/2022,1,"30,00","30,00",BENTO,"6,54"
TAPIOCA JENGADINHO,PARA COMPARTILHAR,19/11/2022,9,"32,00","288,00",PARA COMPARTILHAR,"7,49"
MOTI DE CHOCOLATE E MORANGO,SOBREMESA,09/04/2023,2,"13,00","26,00",SOBREMESA,"2,17"
FRANGO APIMENTADO SRTA SCARLETT,PARA COMPARTILHAR,23/01/2022,11,"32,00","352,00",PARA COMPARTILHAR,"6,67"
TACO SUINO,PARA COMPARTILHAR,09/10/2022,1,"21,00","21,00",PARA COMPARTILHAR,"2,63"
PAO COM CATUPIRY E ESPRESSO,ALL DAY,20/01/2023,1,"15,00","15,00",ESPECIAL/COMBO,"4,82"
CREPE JOHN LEMON,SOBREMESA,14/10/2021,2,"17,00","34,00",SOBREMESA,"4,87"
MINI BURGUER CORONEL MUSTARD,PARA COMPARTILHAR,17/10/2021,10,"28,00","280,00",PARA COMPARTILHAR,"5,47"
CREPE RED7,SOBREMESA,17/03/2023,3,"26,00","78,00",SOBREMESA,"7,94"
BATATAS FRITAS JUMANJI,PARA COMPARTILHAR,02/10/2022,4,"32,00","128,00",PARA COMPARTILHAR,"7,31"
CUBOS FRANGO MUNCHICKEN BITES,PARA COMPARTILHAR,21/08/2022,13,"34,00","442,00",PARA COMPARTILHAR,"6,51"
TACO SUINO,PARA COMPARTILHAR,08/04/2022,2,"21,00","42,00",PARA COMPARTILHAR,"2,63"
DONBURI IFOOD,ALMOCO,23/03/2022,2,"34,00","68,00",DONBURI,"6,2"
FRANGO TERIYAKI DONBURI,ALMOCO,11/10/2022,2,"34,00","68,00",DONBURI,"6,08"
CHICKENKATSU SANDO,ALL DAY,09/03/2023,1,"32,00","32,00",LANCHES,"5,29"
BATATA CHEDDAR E BACON,PARA COMPARTILHAR,18/05/2022,1,"32,00","32,00",PARA COMPARTILHAR,"6,91"
TANTANMEN LAMEN,ALMOCO,29/04/2023,11,"44,00","484,00",LAMEN,"7,13"
GUIOZA VEGETAIS AGRICOLA,PARA COMPARTILHAR,17/05/2022,5,"20,00","100,00",PARA COMPARTILHAR,"3,31"
MISTO QUENTE,ALL DAY,20/01/2022,1,"13,00","13,00",LANCHES,"6,29"
